
############################
training zipper
############################

Type : zipper Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.31414, avg_reader_cost: 3.22686 sec, avg_batch_cost: 3.35371 sec, avg_samples: 96.0, avg_ips: 28.62505 images/sec.
Type : zipper Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.12553, avg_reader_cost: 2.29083 sec, avg_batch_cost: 2.40709 sec, avg_samples: 96.0, avg_ips: 39.88218 images/sec.
Type : zipper Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.10499, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11784 sec, avg_samples: 96.0, avg_ips: 814.63063 images/sec.
Type : zipper Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.10611, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07214 sec, avg_samples: 48.0, avg_ips: 665.35769 images/sec.
Type : zipper Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.07542, avg_reader_cost: 2.29170 sec, avg_batch_cost: 2.40516 sec, avg_samples: 96.0, avg_ips: 39.91419 images/sec.
Type : zipper Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.11411, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11545 sec, avg_samples: 96.0, avg_ips: 831.49857 images/sec.
Type : zipper Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.14536, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07231 sec, avg_samples: 48.0, avg_ips: 663.76291 images/sec.
Type : zipper Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.10495, avg_reader_cost: 2.48707 sec, avg_batch_cost: 2.60124 sec, avg_samples: 96.0, avg_ips: 36.90546 images/sec.
Type : zipper Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.08709, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11454 sec, avg_samples: 96.0, avg_ips: 838.16059 images/sec.
Type : zipper Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.05316, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07292 sec, avg_samples: 48.0, avg_ips: 658.21397 images/sec.
Type : zipper Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.06230, avg_reader_cost: 2.56282 sec, avg_batch_cost: 2.67747 sec, avg_samples: 96.0, avg_ips: 35.85478 images/sec.
Type : zipper Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.11415, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11374 sec, avg_samples: 96.0, avg_ips: 844.00218 images/sec.
Type : zipper Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.05357, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07303 sec, avg_samples: 48.0, avg_ips: 657.26633 images/sec.
Type : zipper Test [ Epoch 128/256 ] test_cost: 6.647626 sec max_auc: 1.00000 roc_auc : 0.995536.
Type : zipper Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.10216, avg_reader_cost: 2.29409 sec, avg_batch_cost: 2.40823 sec, avg_samples: 96.0, avg_ips: 39.86331 images/sec.
Type : zipper Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.10185, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11275 sec, avg_samples: 96.0, avg_ips: 851.43544 images/sec.
Type : zipper Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.04684, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07168 sec, avg_samples: 48.0, avg_ips: 669.61549 images/sec.
Type : zipper Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.04945, avg_reader_cost: 1.64561 sec, avg_batch_cost: 1.75846 sec, avg_samples: 96.0, avg_ips: 54.59308 images/sec.
Type : zipper Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.09110, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11536 sec, avg_samples: 96.0, avg_ips: 832.21177 images/sec.
Type : zipper Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.04651, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07283 sec, avg_samples: 48.0, avg_ips: 659.08883 images/sec.
Type : zipper Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.09485, avg_reader_cost: 2.36011 sec, avg_batch_cost: 2.47507 sec, avg_samples: 96.0, avg_ips: 38.78677 images/sec.
Type : zipper Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.04130, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11445 sec, avg_samples: 96.0, avg_ips: 838.80138 images/sec.
Type : zipper Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.04640, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07237 sec, avg_samples: 48.0, avg_ips: 663.27307 images/sec.
Type : zipper Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.11036, avg_reader_cost: 2.35008 sec, avg_batch_cost: 2.46527 sec, avg_samples: 96.0, avg_ips: 38.94096 images/sec.
Type : zipper Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.07021, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11455 sec, avg_samples: 96.0, avg_ips: 838.07162 images/sec.
Type : zipper Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.09793, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07211 sec, avg_samples: 48.0, avg_ips: 665.68109 images/sec.
Type : zipper Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.12203, avg_reader_cost: 1.63319 sec, avg_batch_cost: 1.74660 sec, avg_samples: 96.0, avg_ips: 54.96407 images/sec.
Type : zipper Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.08984, avg_reader_cost: 0.28010 sec, avg_batch_cost: 0.39291 sec, avg_samples: 96.0, avg_ips: 244.33269 images/sec.
Type : zipper Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.09698, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07351 sec, avg_samples: 48.0, avg_ips: 652.95182 images/sec.
Type : zipper Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.09296, avg_reader_cost: 2.18989 sec, avg_batch_cost: 2.30561 sec, avg_samples: 96.0, avg_ips: 41.63762 images/sec.
Type : zipper Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.06776, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11806 sec, avg_samples: 96.0, avg_ips: 813.11717 images/sec.
Type : zipper Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.07330, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07379 sec, avg_samples: 48.0, avg_ips: 650.45617 images/sec.
Type : zipper Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.11591, avg_reader_cost: 2.19045 sec, avg_batch_cost: 2.30567 sec, avg_samples: 96.0, avg_ips: 41.63656 images/sec.
Type : zipper Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.11165, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11536 sec, avg_samples: 96.0, avg_ips: 832.17910 images/sec.
Type : zipper Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.09587, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07923 sec, avg_samples: 48.0, avg_ips: 605.80871 images/sec.
Type : zipper Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.04284, avg_reader_cost: 2.77407 sec, avg_batch_cost: 2.89032 sec, avg_samples: 96.0, avg_ips: 33.21434 images/sec.
Type : zipper Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.07301, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11430 sec, avg_samples: 96.0, avg_ips: 839.87565 images/sec.
Type : zipper Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.14549, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.07373 sec, avg_samples: 48.0, avg_ips: 651.05145 images/sec.
Type : zipper Test [ Epoch 136/256 ] test_cost: 5.789827 sec max_auc: 1.00000 roc_auc : 0.995536.
Type : zipper Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.09214, avg_reader_cost: 2.21275 sec, avg_batch_cost: 2.32919 sec, avg_samples: 96.0, avg_ips: 41.21605 images/sec.
Type : zipper Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.07579, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11540 sec, avg_samples: 96.0, avg_ips: 831.91775 images/sec.
Type : zipper Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.10881, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07339 sec, avg_samples: 48.0, avg_ips: 654.07825 images/sec.
Type : zipper Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.16231, avg_reader_cost: 2.19879 sec, avg_batch_cost: 2.31395 sec, avg_samples: 96.0, avg_ips: 41.48747 images/sec.
Type : zipper Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.08420, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11428 sec, avg_samples: 96.0, avg_ips: 840.02458 images/sec.
Type : zipper Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.02181, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07223 sec, avg_samples: 48.0, avg_ips: 664.55167 images/sec.
Type : zipper Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.10119, avg_reader_cost: 2.46522 sec, avg_batch_cost: 2.57991 sec, avg_samples: 96.0, avg_ips: 37.21058 images/sec.
Type : zipper Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.06986, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11405 sec, avg_samples: 96.0, avg_ips: 841.75785 images/sec.
Type : zipper Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.14209, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07219 sec, avg_samples: 48.0, avg_ips: 664.92259 images/sec.
Type : zipper Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.07727, avg_reader_cost: 2.46363 sec, avg_batch_cost: 2.57744 sec, avg_samples: 96.0, avg_ips: 37.24621 images/sec.
Type : zipper Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.06639, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11472 sec, avg_samples: 96.0, avg_ips: 836.79148 images/sec.
Type : zipper Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.11906, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07469 sec, avg_samples: 48.0, avg_ips: 642.63491 images/sec.
Type : zipper Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.09580, avg_reader_cost: 2.09442 sec, avg_batch_cost: 2.20973 sec, avg_samples: 96.0, avg_ips: 43.44424 images/sec.
Type : zipper Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.10215, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11357 sec, avg_samples: 96.0, avg_ips: 845.27254 images/sec.
Type : zipper Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.13792, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07244 sec, avg_samples: 48.0, avg_ips: 662.57674 images/sec.
Type : zipper Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.13760, avg_reader_cost: 2.49390 sec, avg_batch_cost: 2.60695 sec, avg_samples: 96.0, avg_ips: 36.82458 images/sec.
Type : zipper Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.14501, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11728 sec, avg_samples: 96.0, avg_ips: 818.52223 images/sec.
Type : zipper Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.09109, avg_reader_cost: 0.00052 sec, avg_batch_cost: 0.07383 sec, avg_samples: 48.0, avg_ips: 650.15789 images/sec.
Type : zipper Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.07361, avg_reader_cost: 2.50077 sec, avg_batch_cost: 2.61650 sec, avg_samples: 96.0, avg_ips: 36.69028 images/sec.
Type : zipper Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.08130, avg_reader_cost: 0.00037 sec, avg_batch_cost: 0.11601 sec, avg_samples: 96.0, avg_ips: 827.50672 images/sec.
Type : zipper Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.04720, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.08264 sec, avg_samples: 48.0, avg_ips: 580.86316 images/sec.
Type : zipper Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.12518, avg_reader_cost: 2.37592 sec, avg_batch_cost: 2.49330 sec, avg_samples: 96.0, avg_ips: 38.50317 images/sec.
Type : zipper Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.13982, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11665 sec, avg_samples: 96.0, avg_ips: 822.95715 images/sec.
Type : zipper Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.08488, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07240 sec, avg_samples: 48.0, avg_ips: 662.95638 images/sec.
Type : zipper Test [ Epoch 144/256 ] test_cost: 5.884434 sec max_auc: 1.00000 roc_auc : 0.994223.
Type : zipper Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.11357, avg_reader_cost: 2.40661 sec, avg_batch_cost: 2.52381 sec, avg_samples: 96.0, avg_ips: 38.03767 images/sec.
Type : zipper Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.08992, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11429 sec, avg_samples: 96.0, avg_ips: 839.93697 images/sec.
Type : zipper Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.06409, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07091 sec, avg_samples: 48.0, avg_ips: 676.88731 images/sec.
Type : zipper Train [ Epoch 146/256 iter 1 ] lr: 0.00129, loss: 0.10831, avg_reader_cost: 2.46409 sec, avg_batch_cost: 2.58008 sec, avg_samples: 96.0, avg_ips: 37.20819 images/sec.
Type : zipper Train [ Epoch 146/256 iter 2 ] lr: 0.00129, loss: 0.09722, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11632 sec, avg_samples: 96.0, avg_ips: 825.29840 images/sec.
Type : zipper Train [ Epoch 146/256 iter 3 ] lr: 0.00129, loss: 0.06537, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07299 sec, avg_samples: 48.0, avg_ips: 657.65065 images/sec.
Type : zipper Train [ Epoch 147/256 iter 1 ] lr: 0.00144, loss: 0.06816, avg_reader_cost: 2.56089 sec, avg_batch_cost: 2.67645 sec, avg_samples: 96.0, avg_ips: 35.86838 images/sec.
Type : zipper Train [ Epoch 147/256 iter 2 ] lr: 0.00144, loss: 0.08112, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11452 sec, avg_samples: 96.0, avg_ips: 838.28972 images/sec.
Type : zipper Train [ Epoch 147/256 iter 3 ] lr: 0.00144, loss: 0.06320, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07599 sec, avg_samples: 48.0, avg_ips: 631.62275 images/sec.
Type : zipper Train [ Epoch 148/256 iter 1 ] lr: 0.00160, loss: 0.08537, avg_reader_cost: 2.69386 sec, avg_batch_cost: 2.81068 sec, avg_samples: 96.0, avg_ips: 34.15543 images/sec.
Type : zipper Train [ Epoch 148/256 iter 2 ] lr: 0.00160, loss: 0.05028, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11291 sec, avg_samples: 96.0, avg_ips: 850.21650 images/sec.
Type : zipper Train [ Epoch 148/256 iter 3 ] lr: 0.00160, loss: 0.17394, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07439 sec, avg_samples: 48.0, avg_ips: 645.27340 images/sec.
Type : zipper Train [ Epoch 149/256 iter 1 ] lr: 0.00177, loss: 0.05595, avg_reader_cost: 2.31216 sec, avg_batch_cost: 2.42801 sec, avg_samples: 96.0, avg_ips: 39.53855 images/sec.
Type : zipper Train [ Epoch 149/256 iter 2 ] lr: 0.00177, loss: 0.09304, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11401 sec, avg_samples: 96.0, avg_ips: 842.03950 images/sec.
Type : zipper Train [ Epoch 149/256 iter 3 ] lr: 0.00177, loss: 0.14005, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07639 sec, avg_samples: 48.0, avg_ips: 628.36799 images/sec.
Type : zipper Train [ Epoch 150/256 iter 1 ] lr: 0.00195, loss: 0.07886, avg_reader_cost: 2.49377 sec, avg_batch_cost: 2.60705 sec, avg_samples: 96.0, avg_ips: 36.82317 images/sec.
Type : zipper Train [ Epoch 150/256 iter 2 ] lr: 0.00195, loss: 0.09493, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11022 sec, avg_samples: 96.0, avg_ips: 871.02145 images/sec.
Type : zipper Train [ Epoch 150/256 iter 3 ] lr: 0.00195, loss: 0.09658, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07264 sec, avg_samples: 48.0, avg_ips: 660.83686 images/sec.
Type : zipper Train [ Epoch 151/256 iter 1 ] lr: 0.00213, loss: 0.09377, avg_reader_cost: 2.46977 sec, avg_batch_cost: 2.58288 sec, avg_samples: 96.0, avg_ips: 37.16783 images/sec.
Type : zipper Train [ Epoch 151/256 iter 2 ] lr: 0.00213, loss: 0.10592, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11255 sec, avg_samples: 96.0, avg_ips: 852.93783 images/sec.
Type : zipper Train [ Epoch 151/256 iter 3 ] lr: 0.00213, loss: 0.04545, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.07059 sec, avg_samples: 48.0, avg_ips: 679.96904 images/sec.
Type : zipper Train [ Epoch 152/256 iter 1 ] lr: 0.00233, loss: 0.06902, avg_reader_cost: 2.39954 sec, avg_batch_cost: 2.51256 sec, avg_samples: 96.0, avg_ips: 38.20804 images/sec.
Type : zipper Train [ Epoch 152/256 iter 2 ] lr: 0.00233, loss: 0.06658, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11481 sec, avg_samples: 96.0, avg_ips: 836.18327 images/sec.
Type : zipper Train [ Epoch 152/256 iter 3 ] lr: 0.00233, loss: 0.10482, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.07307 sec, avg_samples: 48.0, avg_ips: 656.86532 images/sec.
Type : zipper Test [ Epoch 152/256 ] test_cost: 5.828695 sec max_auc: 1.00000 roc_auc : 0.995011.
Type : zipper Train [ Epoch 153/256 iter 1 ] lr: 0.00253, loss: 0.09937, avg_reader_cost: 2.27749 sec, avg_batch_cost: 2.39077 sec, avg_samples: 96.0, avg_ips: 40.15441 images/sec.
Type : zipper Train [ Epoch 153/256 iter 2 ] lr: 0.00253, loss: 0.11084, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11431 sec, avg_samples: 96.0, avg_ips: 839.80208 images/sec.
Type : zipper Train [ Epoch 153/256 iter 3 ] lr: 0.00253, loss: 0.05290, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07294 sec, avg_samples: 48.0, avg_ips: 658.11500 images/sec.
Type : zipper Train [ Epoch 154/256 iter 1 ] lr: 0.00274, loss: 0.08822, avg_reader_cost: 2.35554 sec, avg_batch_cost: 2.47145 sec, avg_samples: 96.0, avg_ips: 38.84358 images/sec.
Type : zipper Train [ Epoch 154/256 iter 2 ] lr: 0.00274, loss: 0.05656, avg_reader_cost: 0.00082 sec, avg_batch_cost: 0.11159 sec, avg_samples: 96.0, avg_ips: 860.28917 images/sec.
Type : zipper Train [ Epoch 154/256 iter 3 ] lr: 0.00274, loss: 0.08927, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.07082 sec, avg_samples: 48.0, avg_ips: 677.78972 images/sec.
Type : zipper Train [ Epoch 155/256 iter 1 ] lr: 0.00295, loss: 0.08963, avg_reader_cost: 2.12805 sec, avg_batch_cost: 2.24276 sec, avg_samples: 96.0, avg_ips: 42.80432 images/sec.
Type : zipper Train [ Epoch 155/256 iter 2 ] lr: 0.00295, loss: 0.10289, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11504 sec, avg_samples: 96.0, avg_ips: 834.50053 images/sec.
Type : zipper Train [ Epoch 155/256 iter 3 ] lr: 0.00295, loss: 0.03467, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.07308 sec, avg_samples: 48.0, avg_ips: 656.79460 images/sec.
Type : zipper Train [ Epoch 156/256 iter 1 ] lr: 0.00317, loss: 0.08568, avg_reader_cost: 2.06761 sec, avg_batch_cost: 2.18413 sec, avg_samples: 96.0, avg_ips: 43.95337 images/sec.
Type : zipper Train [ Epoch 156/256 iter 2 ] lr: 0.00317, loss: 0.07467, avg_reader_cost: 0.05793 sec, avg_batch_cost: 0.17062 sec, avg_samples: 96.0, avg_ips: 562.65318 images/sec.
Type : zipper Train [ Epoch 156/256 iter 3 ] lr: 0.00317, loss: 0.13253, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07099 sec, avg_samples: 48.0, avg_ips: 676.18028 images/sec.
Type : zipper Train [ Epoch 157/256 iter 1 ] lr: 0.00340, loss: 0.09121, avg_reader_cost: 2.20354 sec, avg_batch_cost: 2.31916 sec, avg_samples: 96.0, avg_ips: 41.39425 images/sec.
Type : zipper Train [ Epoch 157/256 iter 2 ] lr: 0.00340, loss: 0.09623, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11453 sec, avg_samples: 96.0, avg_ips: 838.20421 images/sec.
Type : zipper Train [ Epoch 157/256 iter 3 ] lr: 0.00340, loss: 0.06496, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07399 sec, avg_samples: 48.0, avg_ips: 648.71448 images/sec.
Type : zipper Train [ Epoch 158/256 iter 1 ] lr: 0.00364, loss: 0.12205, avg_reader_cost: 2.25472 sec, avg_batch_cost: 2.36916 sec, avg_samples: 96.0, avg_ips: 40.52063 images/sec.
Type : zipper Train [ Epoch 158/256 iter 2 ] lr: 0.00364, loss: 0.11608, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11510 sec, avg_samples: 96.0, avg_ips: 834.02346 images/sec.
Type : zipper Train [ Epoch 158/256 iter 3 ] lr: 0.00364, loss: 0.08475, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07376 sec, avg_samples: 48.0, avg_ips: 650.73159 images/sec.
Type : zipper Train [ Epoch 159/256 iter 1 ] lr: 0.00389, loss: 0.08125, avg_reader_cost: 1.86984 sec, avg_batch_cost: 1.97704 sec, avg_samples: 96.0, avg_ips: 48.55744 images/sec.
Type : zipper Train [ Epoch 159/256 iter 2 ] lr: 0.00389, loss: 0.09485, avg_reader_cost: 0.04033 sec, avg_batch_cost: 0.14618 sec, avg_samples: 96.0, avg_ips: 656.71426 images/sec.
Type : zipper Train [ Epoch 159/256 iter 3 ] lr: 0.00389, loss: 0.16423, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.06391 sec, avg_samples: 48.0, avg_ips: 751.08691 images/sec.
Type : zipper Train [ Epoch 160/256 iter 1 ] lr: 0.00414, loss: 0.08490, avg_reader_cost: 2.10459 sec, avg_batch_cost: 2.21616 sec, avg_samples: 96.0, avg_ips: 43.31813 images/sec.
Type : zipper Train [ Epoch 160/256 iter 2 ] lr: 0.00414, loss: 0.08760, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10634 sec, avg_samples: 96.0, avg_ips: 902.77542 images/sec.
Type : zipper Train [ Epoch 160/256 iter 3 ] lr: 0.00414, loss: 0.11607, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.06480 sec, avg_samples: 48.0, avg_ips: 740.75682 images/sec.
Type : zipper Test [ Epoch 160/256 ] test_cost: 7.143668 sec max_auc: 1.00000 roc_auc : 0.997111.
Type : zipper Train [ Epoch 161/256 iter 1 ] lr: 0.00439, loss: 0.06464, avg_reader_cost: 1.82477 sec, avg_batch_cost: 1.93901 sec, avg_samples: 96.0, avg_ips: 49.50973 images/sec.
Type : zipper Train [ Epoch 161/256 iter 2 ] lr: 0.00439, loss: 0.10345, avg_reader_cost: 0.04502 sec, avg_batch_cost: 0.15612 sec, avg_samples: 96.0, avg_ips: 614.93014 images/sec.
Type : zipper Train [ Epoch 161/256 iter 3 ] lr: 0.00439, loss: 0.12603, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.06954 sec, avg_samples: 48.0, avg_ips: 690.23815 images/sec.
Type : zipper Train [ Epoch 162/256 iter 1 ] lr: 0.00466, loss: 0.10859, avg_reader_cost: 2.24509 sec, avg_batch_cost: 2.35863 sec, avg_samples: 96.0, avg_ips: 40.70155 images/sec.
Type : zipper Train [ Epoch 162/256 iter 2 ] lr: 0.00466, loss: 0.06747, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11506 sec, avg_samples: 96.0, avg_ips: 834.37603 images/sec.
Type : zipper Train [ Epoch 162/256 iter 3 ] lr: 0.00466, loss: 0.02464, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07273 sec, avg_samples: 48.0, avg_ips: 659.97683 images/sec.
Type : zipper Train [ Epoch 163/256 iter 1 ] lr: 0.00493, loss: 0.06182, avg_reader_cost: 1.98501 sec, avg_batch_cost: 2.09828 sec, avg_samples: 96.0, avg_ips: 45.75172 images/sec.
Type : zipper Train [ Epoch 163/256 iter 2 ] lr: 0.00493, loss: 0.08716, avg_reader_cost: 0.04230 sec, avg_batch_cost: 0.15335 sec, avg_samples: 96.0, avg_ips: 625.99898 images/sec.
Type : zipper Train [ Epoch 163/256 iter 3 ] lr: 0.00493, loss: 0.06421, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.06898 sec, avg_samples: 48.0, avg_ips: 695.83244 images/sec.
Type : zipper Train [ Epoch 164/256 iter 1 ] lr: 0.00520, loss: 0.10008, avg_reader_cost: 2.06422 sec, avg_batch_cost: 2.17687 sec, avg_samples: 96.0, avg_ips: 44.09993 images/sec.
Type : zipper Train [ Epoch 164/256 iter 2 ] lr: 0.00520, loss: 0.07678, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11257 sec, avg_samples: 96.0, avg_ips: 852.81137 images/sec.
Type : zipper Train [ Epoch 164/256 iter 3 ] lr: 0.00520, loss: 0.13426, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07109 sec, avg_samples: 48.0, avg_ips: 675.20741 images/sec.
Type : zipper Train [ Epoch 165/256 iter 1 ] lr: 0.00548, loss: 0.09697, avg_reader_cost: 2.19976 sec, avg_batch_cost: 2.31236 sec, avg_samples: 96.0, avg_ips: 41.51610 images/sec.
Type : zipper Train [ Epoch 165/256 iter 2 ] lr: 0.00548, loss: 0.16080, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11159 sec, avg_samples: 96.0, avg_ips: 860.27998 images/sec.
Type : zipper Train [ Epoch 165/256 iter 3 ] lr: 0.00548, loss: 0.13436, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07239 sec, avg_samples: 48.0, avg_ips: 663.03279 images/sec.
Type : zipper Train [ Epoch 166/256 iter 1 ] lr: 0.00577, loss: 0.10420, avg_reader_cost: 2.30788 sec, avg_batch_cost: 2.42257 sec, avg_samples: 96.0, avg_ips: 39.62730 images/sec.
