
############################
training transistor
############################

Type : transistor Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34966, avg_reader_cost: 3.54029 sec, avg_batch_cost: 3.66641 sec, avg_samples: 96.0, avg_ips: 26.18364 images/sec.
Type : transistor Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.02396, avg_reader_cost: 2.81810 sec, avg_batch_cost: 2.93111 sec, avg_samples: 96.0, avg_ips: 32.75208 images/sec.
Type : transistor Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.00903, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11228 sec, avg_samples: 96.0, avg_ips: 855.02614 images/sec.
Type : transistor Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.00795, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04554 sec, avg_samples: 21.0, avg_ips: 461.08625 images/sec.
Type : transistor Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.06614, avg_reader_cost: 2.80102 sec, avg_batch_cost: 2.91641 sec, avg_samples: 96.0, avg_ips: 32.91722 images/sec.
Type : transistor Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.06974, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11195 sec, avg_samples: 96.0, avg_ips: 857.54820 images/sec.
Type : transistor Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.00820, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.04728 sec, avg_samples: 21.0, avg_ips: 444.16847 images/sec.
Type : transistor Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.05199, avg_reader_cost: 2.94719 sec, avg_batch_cost: 3.06164 sec, avg_samples: 96.0, avg_ips: 31.35575 images/sec.
Type : transistor Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.02264, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11365 sec, avg_samples: 96.0, avg_ips: 844.71928 images/sec.
Type : transistor Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.06839, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04758 sec, avg_samples: 21.0, avg_ips: 441.40169 images/sec.
Type : transistor Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.03175, avg_reader_cost: 2.92038 sec, avg_batch_cost: 3.03428 sec, avg_samples: 96.0, avg_ips: 31.63845 images/sec.
Type : transistor Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.06530, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11287 sec, avg_samples: 96.0, avg_ips: 850.56852 images/sec.
Type : transistor Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.03860, avg_reader_cost: 0.00039 sec, avg_batch_cost: 0.04783 sec, avg_samples: 21.0, avg_ips: 439.09342 images/sec.
Type : transistor Test [ Epoch 128/256 ] test_cost: 10.877218 sec max_auc: 0.95458 roc_auc : 0.926667.
Type : transistor Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.02534, avg_reader_cost: 2.76147 sec, avg_batch_cost: 2.87590 sec, avg_samples: 96.0, avg_ips: 33.38088 images/sec.
Type : transistor Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.03808, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11318 sec, avg_samples: 96.0, avg_ips: 848.17661 images/sec.
Type : transistor Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.00910, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04699 sec, avg_samples: 21.0, avg_ips: 446.92479 images/sec.
Type : transistor Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.01547, avg_reader_cost: 2.84842 sec, avg_batch_cost: 2.96465 sec, avg_samples: 96.0, avg_ips: 32.38154 images/sec.
Type : transistor Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.05137, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11576 sec, avg_samples: 96.0, avg_ips: 829.27917 images/sec.
Type : transistor Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.00945, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.04693 sec, avg_samples: 21.0, avg_ips: 447.47880 images/sec.
Type : transistor Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.02762, avg_reader_cost: 2.70128 sec, avg_batch_cost: 2.81651 sec, avg_samples: 96.0, avg_ips: 34.08475 images/sec.
Type : transistor Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.04352, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11420 sec, avg_samples: 96.0, avg_ips: 840.60155 images/sec.
Type : transistor Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.01036, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.04774 sec, avg_samples: 21.0, avg_ips: 439.86748 images/sec.
Type : transistor Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.02932, avg_reader_cost: 2.58342 sec, avg_batch_cost: 2.69667 sec, avg_samples: 96.0, avg_ips: 35.59945 images/sec.
Type : transistor Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.05282, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11076 sec, avg_samples: 96.0, avg_ips: 866.76709 images/sec.
Type : transistor Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.06470, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.04391 sec, avg_samples: 21.0, avg_ips: 478.22471 images/sec.
Type : transistor Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.06160, avg_reader_cost: 2.44238 sec, avg_batch_cost: 2.55477 sec, avg_samples: 96.0, avg_ips: 37.57670 images/sec.
Type : transistor Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.04363, avg_reader_cost: 0.04444 sec, avg_batch_cost: 0.15642 sec, avg_samples: 96.0, avg_ips: 613.72855 images/sec.
Type : transistor Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.00971, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04504 sec, avg_samples: 21.0, avg_ips: 466.26815 images/sec.
Type : transistor Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.03295, avg_reader_cost: 2.58199 sec, avg_batch_cost: 2.69579 sec, avg_samples: 96.0, avg_ips: 35.61102 images/sec.
Type : transistor Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.05071, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11219 sec, avg_samples: 96.0, avg_ips: 855.71482 images/sec.
Type : transistor Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.02427, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04558 sec, avg_samples: 21.0, avg_ips: 460.70038 images/sec.
Type : transistor Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.03054, avg_reader_cost: 2.77782 sec, avg_batch_cost: 2.89234 sec, avg_samples: 96.0, avg_ips: 33.19116 images/sec.
Type : transistor Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.07733, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11216 sec, avg_samples: 96.0, avg_ips: 855.93310 images/sec.
Type : transistor Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.00942, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04499 sec, avg_samples: 21.0, avg_ips: 466.79943 images/sec.
Type : transistor Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.02473, avg_reader_cost: 2.41435 sec, avg_batch_cost: 2.52774 sec, avg_samples: 96.0, avg_ips: 37.97855 images/sec.
Type : transistor Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.05603, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.83728 images/sec.
Type : transistor Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.02363, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04497 sec, avg_samples: 21.0, avg_ips: 466.93058 images/sec.
Type : transistor Test [ Epoch 136/256 ] test_cost: 9.550001 sec max_auc: 0.95458 roc_auc : 0.927083.
Type : transistor Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.04878, avg_reader_cost: 2.54771 sec, avg_batch_cost: 2.66137 sec, avg_samples: 96.0, avg_ips: 36.07169 images/sec.
Type : transistor Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.04612, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11209 sec, avg_samples: 96.0, avg_ips: 856.47929 images/sec.
Type : transistor Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.00790, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04489 sec, avg_samples: 21.0, avg_ips: 467.80103 images/sec.
Type : transistor Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.04598, avg_reader_cost: 2.66143 sec, avg_batch_cost: 2.77443 sec, avg_samples: 96.0, avg_ips: 34.60176 images/sec.
Type : transistor Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.04586, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11148 sec, avg_samples: 96.0, avg_ips: 861.15392 images/sec.
Type : transistor Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.03794, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04470 sec, avg_samples: 21.0, avg_ips: 469.83722 images/sec.
Type : transistor Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.04740, avg_reader_cost: 2.62746 sec, avg_batch_cost: 2.74271 sec, avg_samples: 96.0, avg_ips: 35.00189 images/sec.
Type : transistor Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.04840, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11194 sec, avg_samples: 96.0, avg_ips: 857.61396 images/sec.
Type : transistor Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.04270, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04507 sec, avg_samples: 21.0, avg_ips: 465.91299 images/sec.
Type : transistor Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.06085, avg_reader_cost: 2.59327 sec, avg_batch_cost: 2.70862 sec, avg_samples: 96.0, avg_ips: 35.44239 images/sec.
Type : transistor Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.05692, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11331 sec, avg_samples: 96.0, avg_ips: 847.25747 images/sec.
Type : transistor Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.08045, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04543 sec, avg_samples: 21.0, avg_ips: 462.24290 images/sec.
Type : transistor Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.06310, avg_reader_cost: 2.66576 sec, avg_batch_cost: 2.77940 sec, avg_samples: 96.0, avg_ips: 34.53979 images/sec.
Type : transistor Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.04240, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11499 sec, avg_samples: 96.0, avg_ips: 834.82581 images/sec.
Type : transistor Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.01022, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04671 sec, avg_samples: 21.0, avg_ips: 449.60305 images/sec.
Type : transistor Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.02098, avg_reader_cost: 2.61592 sec, avg_batch_cost: 2.72995 sec, avg_samples: 96.0, avg_ips: 35.16551 images/sec.
Type : transistor Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.05725, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11346 sec, avg_samples: 96.0, avg_ips: 846.12158 images/sec.
Type : transistor Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.13456, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04451 sec, avg_samples: 21.0, avg_ips: 471.79012 images/sec.
Type : transistor Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.06330, avg_reader_cost: 2.62981 sec, avg_batch_cost: 2.74266 sec, avg_samples: 96.0, avg_ips: 35.00253 images/sec.
Type : transistor Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.02443, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11354 sec, avg_samples: 96.0, avg_ips: 845.49973 images/sec.
Type : transistor Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.06130, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04644 sec, avg_samples: 21.0, avg_ips: 452.23000 images/sec.
Type : transistor Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.03746, avg_reader_cost: 2.45348 sec, avg_batch_cost: 2.56733 sec, avg_samples: 96.0, avg_ips: 37.39296 images/sec.
Type : transistor Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.04710, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11311 sec, avg_samples: 96.0, avg_ips: 848.75767 images/sec.
Type : transistor Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.05299, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04622 sec, avg_samples: 21.0, avg_ips: 454.39501 images/sec.
Type : transistor Test [ Epoch 144/256 ] test_cost: 9.589698 sec max_auc: 0.95458 roc_auc : 0.925000.
Type : transistor Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.03451, avg_reader_cost: 2.04686 sec, avg_batch_cost: 2.16230 sec, avg_samples: 96.0, avg_ips: 44.39723 images/sec.
Type : transistor Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.07448, avg_reader_cost: 0.11819 sec, avg_batch_cost: 0.23306 sec, avg_samples: 96.0, avg_ips: 411.91172 images/sec.
Type : transistor Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.00905, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04572 sec, avg_samples: 21.0, avg_ips: 459.27586 images/sec.
Type : transistor Train [ Epoch 146/256 iter 1 ] lr: 0.00129, loss: 0.02932, avg_reader_cost: 2.67265 sec, avg_batch_cost: 2.78574 sec, avg_samples: 96.0, avg_ips: 34.46125 images/sec.
Type : transistor Train [ Epoch 146/256 iter 2 ] lr: 0.00129, loss: 0.05087, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11245 sec, avg_samples: 96.0, avg_ips: 853.71002 images/sec.
Type : transistor Train [ Epoch 146/256 iter 3 ] lr: 0.00129, loss: 0.01175, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04592 sec, avg_samples: 21.0, avg_ips: 457.32762 images/sec.
Type : transistor Train [ Epoch 147/256 iter 1 ] lr: 0.00144, loss: 0.03201, avg_reader_cost: 2.50123 sec, avg_batch_cost: 2.61601 sec, avg_samples: 96.0, avg_ips: 36.69711 images/sec.
Type : transistor Train [ Epoch 147/256 iter 2 ] lr: 0.00144, loss: 0.06958, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11260 sec, avg_samples: 96.0, avg_ips: 852.59287 images/sec.
Type : transistor Train [ Epoch 147/256 iter 3 ] lr: 0.00144, loss: 0.01157, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.04079 sec, avg_samples: 21.0, avg_ips: 514.87920 images/sec.
Type : transistor Train [ Epoch 148/256 iter 1 ] lr: 0.00160, loss: 0.02443, avg_reader_cost: 2.54729 sec, avg_batch_cost: 2.65477 sec, avg_samples: 96.0, avg_ips: 36.16130 images/sec.
Type : transistor Train [ Epoch 148/256 iter 2 ] lr: 0.00160, loss: 0.02439, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10832 sec, avg_samples: 96.0, avg_ips: 886.27660 images/sec.
Type : transistor Train [ Epoch 148/256 iter 3 ] lr: 0.00160, loss: 0.05641, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03947 sec, avg_samples: 21.0, avg_ips: 532.08559 images/sec.
Type : transistor Train [ Epoch 149/256 iter 1 ] lr: 0.00177, loss: 0.03676, avg_reader_cost: 2.81095 sec, avg_batch_cost: 2.91805 sec, avg_samples: 96.0, avg_ips: 32.89871 images/sec.
Type : transistor Train [ Epoch 149/256 iter 2 ] lr: 0.00177, loss: 0.04186, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.10851 sec, avg_samples: 96.0, avg_ips: 884.74010 images/sec.
Type : transistor Train [ Epoch 149/256 iter 3 ] lr: 0.00177, loss: 0.06370, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.03755 sec, avg_samples: 21.0, avg_ips: 559.19793 images/sec.
Type : transistor Train [ Epoch 150/256 iter 1 ] lr: 0.00195, loss: 0.03210, avg_reader_cost: 2.64212 sec, avg_batch_cost: 2.74898 sec, avg_samples: 96.0, avg_ips: 34.92206 images/sec.
Type : transistor Train [ Epoch 150/256 iter 2 ] lr: 0.00195, loss: 0.01640, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.10580 sec, avg_samples: 96.0, avg_ips: 907.34452 images/sec.
Type : transistor Train [ Epoch 150/256 iter 3 ] lr: 0.00195, loss: 0.03626, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03836 sec, avg_samples: 21.0, avg_ips: 547.40613 images/sec.
Type : transistor Train [ Epoch 151/256 iter 1 ] lr: 0.00213, loss: 0.03053, avg_reader_cost: 2.54561 sec, avg_batch_cost: 2.65299 sec, avg_samples: 96.0, avg_ips: 36.18565 images/sec.
Type : transistor Train [ Epoch 151/256 iter 2 ] lr: 0.00213, loss: 0.05526, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.10898 sec, avg_samples: 96.0, avg_ips: 880.92497 images/sec.
Type : transistor Train [ Epoch 151/256 iter 3 ] lr: 0.00213, loss: 0.03544, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03873 sec, avg_samples: 21.0, avg_ips: 542.23334 images/sec.
Type : transistor Train [ Epoch 152/256 iter 1 ] lr: 0.00233, loss: 0.04972, avg_reader_cost: 2.02282 sec, avg_batch_cost: 2.13072 sec, avg_samples: 96.0, avg_ips: 45.05527 images/sec.
Type : transistor Train [ Epoch 152/256 iter 2 ] lr: 0.00233, loss: 0.06771, avg_reader_cost: 0.07148 sec, avg_batch_cost: 0.17747 sec, avg_samples: 96.0, avg_ips: 540.93441 images/sec.
Type : transistor Train [ Epoch 152/256 iter 3 ] lr: 0.00233, loss: 0.08064, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03898 sec, avg_samples: 21.0, avg_ips: 538.75749 images/sec.
Type : transistor Test [ Epoch 152/256 ] test_cost: 9.780606 sec max_auc: 0.95458 roc_auc : 0.937083.
Type : transistor Train [ Epoch 153/256 iter 1 ] lr: 0.00253, loss: 0.02001, avg_reader_cost: 2.73373 sec, avg_batch_cost: 2.84773 sec, avg_samples: 96.0, avg_ips: 33.71102 images/sec.
Type : transistor Train [ Epoch 153/256 iter 2 ] lr: 0.00253, loss: 0.05017, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11344 sec, avg_samples: 96.0, avg_ips: 846.25851 images/sec.
Type : transistor Train [ Epoch 153/256 iter 3 ] lr: 0.00253, loss: 0.02399, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.04878 sec, avg_samples: 21.0, avg_ips: 430.49620 images/sec.
Type : transistor Train [ Epoch 154/256 iter 1 ] lr: 0.00274, loss: 0.04202, avg_reader_cost: 3.01049 sec, avg_batch_cost: 3.12411 sec, avg_samples: 96.0, avg_ips: 30.72878 images/sec.
Type : transistor Train [ Epoch 154/256 iter 2 ] lr: 0.00274, loss: 0.02834, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11437 sec, avg_samples: 96.0, avg_ips: 839.38192 images/sec.
Type : transistor Train [ Epoch 154/256 iter 3 ] lr: 0.00274, loss: 0.08356, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04598 sec, avg_samples: 21.0, avg_ips: 456.76791 images/sec.
Type : transistor Train [ Epoch 155/256 iter 1 ] lr: 0.00295, loss: 0.07171, avg_reader_cost: 2.82032 sec, avg_batch_cost: 2.93498 sec, avg_samples: 96.0, avg_ips: 32.70886 images/sec.
Type : transistor Train [ Epoch 155/256 iter 2 ] lr: 0.00295, loss: 0.04366, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11362 sec, avg_samples: 96.0, avg_ips: 844.92135 images/sec.
Type : transistor Train [ Epoch 155/256 iter 3 ] lr: 0.00295, loss: 0.07181, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04209 sec, avg_samples: 21.0, avg_ips: 498.97681 images/sec.
Type : transistor Train [ Epoch 156/256 iter 1 ] lr: 0.00317, loss: 0.02956, avg_reader_cost: 2.74440 sec, avg_batch_cost: 2.85160 sec, avg_samples: 96.0, avg_ips: 33.66537 images/sec.
Type : transistor Train [ Epoch 156/256 iter 2 ] lr: 0.00317, loss: 0.02171, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10549 sec, avg_samples: 96.0, avg_ips: 910.05147 images/sec.
Type : transistor Train [ Epoch 156/256 iter 3 ] lr: 0.00317, loss: 0.00833, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04113 sec, avg_samples: 21.0, avg_ips: 510.61092 images/sec.
Type : transistor Train [ Epoch 157/256 iter 1 ] lr: 0.00340, loss: 0.04156, avg_reader_cost: 2.08675 sec, avg_batch_cost: 2.20017 sec, avg_samples: 96.0, avg_ips: 43.63302 images/sec.
Type : transistor Train [ Epoch 157/256 iter 2 ] lr: 0.00340, loss: 0.07966, avg_reader_cost: 0.11621 sec, avg_batch_cost: 0.22797 sec, avg_samples: 96.0, avg_ips: 421.10209 images/sec.
Type : transistor Train [ Epoch 157/256 iter 3 ] lr: 0.00340, loss: 0.09398, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04522 sec, avg_samples: 21.0, avg_ips: 464.42671 images/sec.
Type : transistor Train [ Epoch 158/256 iter 1 ] lr: 0.00364, loss: 0.05684, avg_reader_cost: 2.83397 sec, avg_batch_cost: 2.94719 sec, avg_samples: 96.0, avg_ips: 32.57340 images/sec.
Type : transistor Train [ Epoch 158/256 iter 2 ] lr: 0.00364, loss: 0.08587, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11207 sec, avg_samples: 96.0, avg_ips: 856.60137 images/sec.
Type : transistor Train [ Epoch 158/256 iter 3 ] lr: 0.00364, loss: 0.16515, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04501 sec, avg_samples: 21.0, avg_ips: 466.57688 images/sec.
Type : transistor Train [ Epoch 159/256 iter 1 ] lr: 0.00389, loss: 0.07189, avg_reader_cost: 3.06009 sec, avg_batch_cost: 3.17649 sec, avg_samples: 96.0, avg_ips: 30.22203 images/sec.
Type : transistor Train [ Epoch 159/256 iter 2 ] lr: 0.00389, loss: 0.05894, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11486 sec, avg_samples: 96.0, avg_ips: 835.82571 images/sec.
Type : transistor Train [ Epoch 159/256 iter 3 ] lr: 0.00389, loss: 0.07068, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04566 sec, avg_samples: 21.0, avg_ips: 459.89455 images/sec.
Type : transistor Train [ Epoch 160/256 iter 1 ] lr: 0.00414, loss: 0.04558, avg_reader_cost: 2.74953 sec, avg_batch_cost: 2.86234 sec, avg_samples: 96.0, avg_ips: 33.53905 images/sec.
Type : transistor Train [ Epoch 160/256 iter 2 ] lr: 0.00414, loss: 0.04562, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11236 sec, avg_samples: 96.0, avg_ips: 854.37845 images/sec.
Type : transistor Train [ Epoch 160/256 iter 3 ] lr: 0.00414, loss: 0.01167, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.06032 sec, avg_samples: 21.0, avg_ips: 348.17133 images/sec.
Type : transistor Test [ Epoch 160/256 ] test_cost: 10.199890 sec max_auc: 0.95458 roc_auc : 0.913333.
Type : transistor Train [ Epoch 161/256 iter 1 ] lr: 0.00439, loss: 0.08333, avg_reader_cost: 2.71844 sec, avg_batch_cost: 2.83257 sec, avg_samples: 96.0, avg_ips: 33.89144 images/sec.
Type : transistor Train [ Epoch 161/256 iter 2 ] lr: 0.00439, loss: 0.02696, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11544 sec, avg_samples: 96.0, avg_ips: 831.61020 images/sec.
Type : transistor Train [ Epoch 161/256 iter 3 ] lr: 0.00439, loss: 0.00896, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.04695 sec, avg_samples: 21.0, avg_ips: 447.32881 images/sec.
Type : transistor Train [ Epoch 162/256 iter 1 ] lr: 0.00466, loss: 0.03015, avg_reader_cost: 2.93176 sec, avg_batch_cost: 3.04684 sec, avg_samples: 96.0, avg_ips: 31.50807 images/sec.
Type : transistor Train [ Epoch 162/256 iter 2 ] lr: 0.00466, loss: 0.06719, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11421 sec, avg_samples: 96.0, avg_ips: 840.57873 images/sec.
Type : transistor Train [ Epoch 162/256 iter 3 ] lr: 0.00466, loss: 0.13166, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04717 sec, avg_samples: 21.0, avg_ips: 445.19669 images/sec.
Type : transistor Train [ Epoch 163/256 iter 1 ] lr: 0.00493, loss: 0.07960, avg_reader_cost: 2.72575 sec, avg_batch_cost: 2.83992 sec, avg_samples: 96.0, avg_ips: 33.80375 images/sec.
Type : transistor Train [ Epoch 163/256 iter 2 ] lr: 0.00493, loss: 0.03659, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11405 sec, avg_samples: 96.0, avg_ips: 841.71210 images/sec.
Type : transistor Train [ Epoch 163/256 iter 3 ] lr: 0.00493, loss: 0.06118, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04713 sec, avg_samples: 21.0, avg_ips: 445.59533 images/sec.
Type : transistor Train [ Epoch 164/256 iter 1 ] lr: 0.00520, loss: 0.02401, avg_reader_cost: 2.67688 sec, avg_batch_cost: 2.79034 sec, avg_samples: 96.0, avg_ips: 34.40436 images/sec.
Type : transistor Train [ Epoch 164/256 iter 2 ] lr: 0.00520, loss: 0.07181, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11550 sec, avg_samples: 96.0, avg_ips: 831.18447 images/sec.
Type : transistor Train [ Epoch 164/256 iter 3 ] lr: 0.00520, loss: 0.01125, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04646 sec, avg_samples: 21.0, avg_ips: 452.04896 images/sec.
Type : transistor Train [ Epoch 165/256 iter 1 ] lr: 0.00548, loss: 0.02292, avg_reader_cost: 2.58112 sec, avg_batch_cost: 2.69475 sec, avg_samples: 96.0, avg_ips: 35.62483 images/sec.
Type : transistor Train [ Epoch 165/256 iter 2 ] lr: 0.00548, loss: 0.04148, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11232 sec, avg_samples: 96.0, avg_ips: 854.69763 images/sec.
Type : transistor Train [ Epoch 165/256 iter 3 ] lr: 0.00548, loss: 0.12806, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04530 sec, avg_samples: 21.0, avg_ips: 463.54437 images/sec.
Type : transistor Train [ Epoch 166/256 iter 1 ] lr: 0.00577, loss: 0.04004, avg_reader_cost: 2.70269 sec, avg_batch_cost: 2.81692 sec, avg_samples: 96.0, avg_ips: 34.07982 images/sec.
