
############################
training pill
############################

Type : pill Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.44794, avg_reader_cost: 2.52006 sec, avg_batch_cost: 2.64218 sec, avg_samples: 96.0, avg_ips: 36.33365 images/sec.
Type : pill Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.20512, avg_reader_cost: 2.64104 sec, avg_batch_cost: 2.75411 sec, avg_samples: 96.0, avg_ips: 34.85705 images/sec.
Type : pill Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.19627, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11420 sec, avg_samples: 96.0, avg_ips: 840.65595 images/sec.
Type : pill Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.18670, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09447 sec, avg_samples: 75.0, avg_ips: 793.89862 images/sec.
Type : pill Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.19963, avg_reader_cost: 2.03632 sec, avg_batch_cost: 2.15629 sec, avg_samples: 96.0, avg_ips: 44.52098 images/sec.
Type : pill Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.21433, avg_reader_cost: 0.19380 sec, avg_batch_cost: 0.30635 sec, avg_samples: 96.0, avg_ips: 313.36293 images/sec.
Type : pill Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.15297, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09488 sec, avg_samples: 75.0, avg_ips: 790.47925 images/sec.
Type : pill Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.20261, avg_reader_cost: 2.63048 sec, avg_batch_cost: 2.74476 sec, avg_samples: 96.0, avg_ips: 34.97568 images/sec.
Type : pill Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.21264, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11370 sec, avg_samples: 96.0, avg_ips: 844.30304 images/sec.
Type : pill Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.19717, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.09544 sec, avg_samples: 75.0, avg_ips: 785.82299 images/sec.
Type : pill Test [ Epoch 128/256 ] test_cost: 9.454874 sec max_auc: 0.94517 roc_auc : 0.937807.
Type : pill Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.23074, avg_reader_cost: 2.67941 sec, avg_batch_cost: 2.79254 sec, avg_samples: 96.0, avg_ips: 34.37732 images/sec.
Type : pill Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.22092, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11348 sec, avg_samples: 96.0, avg_ips: 846.00069 images/sec.
Type : pill Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.18218, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09583 sec, avg_samples: 75.0, avg_ips: 782.60701 images/sec.
Type : pill Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.27713, avg_reader_cost: 2.83627 sec, avg_batch_cost: 2.94806 sec, avg_samples: 96.0, avg_ips: 32.56374 images/sec.
Type : pill Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.23932, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11312 sec, avg_samples: 96.0, avg_ips: 848.64855 images/sec.
Type : pill Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.17863, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.09398 sec, avg_samples: 75.0, avg_ips: 798.01114 images/sec.
Type : pill Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.21462, avg_reader_cost: 2.70179 sec, avg_batch_cost: 2.81397 sec, avg_samples: 96.0, avg_ips: 34.11550 images/sec.
Type : pill Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.21514, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11447 sec, avg_samples: 96.0, avg_ips: 838.64590 images/sec.
Type : pill Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.22040, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.09877 sec, avg_samples: 75.0, avg_ips: 759.36262 images/sec.
Type : pill Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.19871, avg_reader_cost: 2.74735 sec, avg_batch_cost: 2.86043 sec, avg_samples: 96.0, avg_ips: 33.56136 images/sec.
Type : pill Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.23416, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11197 sec, avg_samples: 96.0, avg_ips: 857.40212 images/sec.
Type : pill Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.20950, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09438 sec, avg_samples: 75.0, avg_ips: 794.62056 images/sec.
Type : pill Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.22802, avg_reader_cost: 2.59919 sec, avg_batch_cost: 2.71204 sec, avg_samples: 96.0, avg_ips: 35.39775 images/sec.
Type : pill Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.17309, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11197 sec, avg_samples: 96.0, avg_ips: 857.40760 images/sec.
Type : pill Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.23208, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09484 sec, avg_samples: 75.0, avg_ips: 790.81509 images/sec.
Type : pill Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.16408, avg_reader_cost: 2.53610 sec, avg_batch_cost: 2.64886 sec, avg_samples: 96.0, avg_ips: 36.24196 images/sec.
Type : pill Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.25589, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11147 sec, avg_samples: 96.0, avg_ips: 861.21839 images/sec.
Type : pill Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.22104, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09357 sec, avg_samples: 75.0, avg_ips: 801.55739 images/sec.
Type : pill Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.20610, avg_reader_cost: 2.56952 sec, avg_batch_cost: 2.68414 sec, avg_samples: 96.0, avg_ips: 35.76570 images/sec.
Type : pill Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.25061, avg_reader_cost: 0.07215 sec, avg_batch_cost: 0.18461 sec, avg_samples: 96.0, avg_ips: 520.01413 images/sec.
Type : pill Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.23198, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09461 sec, avg_samples: 75.0, avg_ips: 792.74223 images/sec.
Type : pill Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.12845, avg_reader_cost: 2.48172 sec, avg_batch_cost: 2.59474 sec, avg_samples: 96.0, avg_ips: 36.99791 images/sec.
Type : pill Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.19939, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11339 sec, avg_samples: 96.0, avg_ips: 846.66244 images/sec.
Type : pill Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.18365, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.09366 sec, avg_samples: 75.0, avg_ips: 800.75959 images/sec.
Type : pill Test [ Epoch 136/256 ] test_cost: 9.537823 sec max_auc: 0.94517 roc_auc : 0.938080.
Type : pill Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.21629, avg_reader_cost: 2.73779 sec, avg_batch_cost: 2.84491 sec, avg_samples: 96.0, avg_ips: 33.74446 images/sec.
Type : pill Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.21770, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10462 sec, avg_samples: 96.0, avg_ips: 917.60466 images/sec.
Type : pill Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.25181, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.08773 sec, avg_samples: 75.0, avg_ips: 854.93820 images/sec.
Type : pill Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.21267, avg_reader_cost: 2.72289 sec, avg_batch_cost: 2.83519 sec, avg_samples: 96.0, avg_ips: 33.86020 images/sec.
Type : pill Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.17613, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11357 sec, avg_samples: 96.0, avg_ips: 845.30981 images/sec.
Type : pill Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.19487, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09444 sec, avg_samples: 75.0, avg_ips: 794.19526 images/sec.
Type : pill Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.24428, avg_reader_cost: 2.65922 sec, avg_batch_cost: 2.77234 sec, avg_samples: 96.0, avg_ips: 34.62774 images/sec.
Type : pill Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.17824, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.85870 images/sec.
Type : pill Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.27585, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09481 sec, avg_samples: 75.0, avg_ips: 791.03981 images/sec.
Type : pill Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.23973, avg_reader_cost: 2.58732 sec, avg_batch_cost: 2.69593 sec, avg_samples: 96.0, avg_ips: 35.60918 images/sec.
Type : pill Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.19229, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10397 sec, avg_samples: 96.0, avg_ips: 923.36611 images/sec.
Type : pill Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.25585, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.08646 sec, avg_samples: 75.0, avg_ips: 867.41853 images/sec.
Type : pill Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.24368, avg_reader_cost: 2.61606 sec, avg_batch_cost: 2.72894 sec, avg_samples: 96.0, avg_ips: 35.17848 images/sec.
Type : pill Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.16646, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10511 sec, avg_samples: 96.0, avg_ips: 913.29014 images/sec.
Type : pill Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.16863, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.08723 sec, avg_samples: 75.0, avg_ips: 859.82447 images/sec.
Type : pill Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.22009, avg_reader_cost: 2.89401 sec, avg_batch_cost: 3.00065 sec, avg_samples: 96.0, avg_ips: 31.99302 images/sec.
Type : pill Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.17879, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10409 sec, avg_samples: 96.0, avg_ips: 922.27690 images/sec.
Type : pill Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.14902, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.09225 sec, avg_samples: 75.0, avg_ips: 813.04289 images/sec.
Type : pill Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.20384, avg_reader_cost: 1.98316 sec, avg_batch_cost: 2.09053 sec, avg_samples: 96.0, avg_ips: 45.92136 images/sec.
Type : pill Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.25842, avg_reader_cost: 0.09452 sec, avg_batch_cost: 0.19814 sec, avg_samples: 96.0, avg_ips: 484.49448 images/sec.
Type : pill Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.29575, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.08653 sec, avg_samples: 75.0, avg_ips: 866.76366 images/sec.
Type : pill Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.22270, avg_reader_cost: 2.74122 sec, avg_batch_cost: 2.84694 sec, avg_samples: 96.0, avg_ips: 33.72043 images/sec.
Type : pill Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.25527, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10460 sec, avg_samples: 96.0, avg_ips: 917.75734 images/sec.
Type : pill Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.19093, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.08645 sec, avg_samples: 75.0, avg_ips: 867.51182 images/sec.
Type : pill Test [ Epoch 144/256 ] test_cost: 9.304571 sec max_auc: 0.94517 roc_auc : 0.936989.
Type : pill Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.23541, avg_reader_cost: 2.58287 sec, avg_batch_cost: 2.69703 sec, avg_samples: 96.0, avg_ips: 35.59468 images/sec.
Type : pill Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.20223, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11190 sec, avg_samples: 96.0, avg_ips: 857.94105 images/sec.
Type : pill Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.21456, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09527 sec, avg_samples: 75.0, avg_ips: 787.25665 images/sec.
Type : pill Train [ Epoch 146/256 iter 1 ] lr: 0.00129, loss: 0.20905, avg_reader_cost: 2.81049 sec, avg_batch_cost: 2.92399 sec, avg_samples: 96.0, avg_ips: 32.83188 images/sec.
Type : pill Train [ Epoch 146/256 iter 2 ] lr: 0.00129, loss: 0.23951, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11290 sec, avg_samples: 96.0, avg_ips: 850.28473 images/sec.
Type : pill Train [ Epoch 146/256 iter 3 ] lr: 0.00129, loss: 0.18183, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09506 sec, avg_samples: 75.0, avg_ips: 788.95864 images/sec.
Type : pill Train [ Epoch 147/256 iter 1 ] lr: 0.00144, loss: 0.22352, avg_reader_cost: 2.58296 sec, avg_batch_cost: 2.69529 sec, avg_samples: 96.0, avg_ips: 35.61773 images/sec.
Type : pill Train [ Epoch 147/256 iter 2 ] lr: 0.00144, loss: 0.21681, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11255 sec, avg_samples: 96.0, avg_ips: 852.95951 images/sec.
Type : pill Train [ Epoch 147/256 iter 3 ] lr: 0.00144, loss: 0.28102, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.09478 sec, avg_samples: 75.0, avg_ips: 791.30645 images/sec.
Type : pill Train [ Epoch 148/256 iter 1 ] lr: 0.00160, loss: 0.20519, avg_reader_cost: 2.10039 sec, avg_batch_cost: 2.21420 sec, avg_samples: 96.0, avg_ips: 43.35643 images/sec.
Type : pill Train [ Epoch 148/256 iter 2 ] lr: 0.00160, loss: 0.25007, avg_reader_cost: 0.15467 sec, avg_batch_cost: 0.26549 sec, avg_samples: 96.0, avg_ips: 361.60164 images/sec.
Type : pill Train [ Epoch 148/256 iter 3 ] lr: 0.00160, loss: 0.23395, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.09564 sec, avg_samples: 75.0, avg_ips: 784.20095 images/sec.
Type : pill Train [ Epoch 149/256 iter 1 ] lr: 0.00177, loss: 0.24581, avg_reader_cost: 2.48621 sec, avg_batch_cost: 2.59372 sec, avg_samples: 96.0, avg_ips: 37.01244 images/sec.
Type : pill Train [ Epoch 149/256 iter 2 ] lr: 0.00177, loss: 0.22515, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10719 sec, avg_samples: 96.0, avg_ips: 895.63670 images/sec.
Type : pill Train [ Epoch 149/256 iter 3 ] lr: 0.00177, loss: 0.16930, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.08772 sec, avg_samples: 75.0, avg_ips: 854.96840 images/sec.
Type : pill Train [ Epoch 150/256 iter 1 ] lr: 0.00195, loss: 0.19098, avg_reader_cost: 2.91225 sec, avg_batch_cost: 3.02166 sec, avg_samples: 96.0, avg_ips: 31.77057 images/sec.
Type : pill Train [ Epoch 150/256 iter 2 ] lr: 0.00195, loss: 0.25229, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10448 sec, avg_samples: 96.0, avg_ips: 918.81493 images/sec.
Type : pill Train [ Epoch 150/256 iter 3 ] lr: 0.00195, loss: 0.17201, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.08734 sec, avg_samples: 75.0, avg_ips: 858.72834 images/sec.
Type : pill Train [ Epoch 151/256 iter 1 ] lr: 0.00213, loss: 0.15601, avg_reader_cost: 2.56953 sec, avg_batch_cost: 2.67560 sec, avg_samples: 96.0, avg_ips: 35.87986 images/sec.
Type : pill Train [ Epoch 151/256 iter 2 ] lr: 0.00213, loss: 0.24707, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10573 sec, avg_samples: 96.0, avg_ips: 907.98698 images/sec.
Type : pill Train [ Epoch 151/256 iter 3 ] lr: 0.00213, loss: 0.21363, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.08698 sec, avg_samples: 75.0, avg_ips: 862.22125 images/sec.
Type : pill Train [ Epoch 152/256 iter 1 ] lr: 0.00233, loss: 0.20197, avg_reader_cost: 3.02761 sec, avg_batch_cost: 3.13373 sec, avg_samples: 96.0, avg_ips: 30.63443 images/sec.
Type : pill Train [ Epoch 152/256 iter 2 ] lr: 0.00233, loss: 0.21619, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10344 sec, avg_samples: 96.0, avg_ips: 928.03105 images/sec.
Type : pill Train [ Epoch 152/256 iter 3 ] lr: 0.00233, loss: 0.23036, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.08773 sec, avg_samples: 75.0, avg_ips: 854.92890 images/sec.
Type : pill Test [ Epoch 152/256 ] test_cost: 9.208604 sec max_auc: 0.94517 roc_auc : 0.933988.
Type : pill Train [ Epoch 153/256 iter 1 ] lr: 0.00253, loss: 0.19253, avg_reader_cost: 2.51881 sec, avg_batch_cost: 2.63186 sec, avg_samples: 96.0, avg_ips: 36.47608 images/sec.
Type : pill Train [ Epoch 153/256 iter 2 ] lr: 0.00253, loss: 0.23791, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11307 sec, avg_samples: 96.0, avg_ips: 849.01896 images/sec.
Type : pill Train [ Epoch 153/256 iter 3 ] lr: 0.00253, loss: 0.23242, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09449 sec, avg_samples: 75.0, avg_ips: 793.75639 images/sec.
Type : pill Train [ Epoch 154/256 iter 1 ] lr: 0.00274, loss: 0.26208, avg_reader_cost: 2.78027 sec, avg_batch_cost: 2.88843 sec, avg_samples: 96.0, avg_ips: 33.23601 images/sec.
Type : pill Train [ Epoch 154/256 iter 2 ] lr: 0.00274, loss: 0.19521, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10501 sec, avg_samples: 96.0, avg_ips: 914.17761 images/sec.
Type : pill Train [ Epoch 154/256 iter 3 ] lr: 0.00274, loss: 0.22711, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.08615 sec, avg_samples: 75.0, avg_ips: 870.56564 images/sec.
Type : pill Train [ Epoch 155/256 iter 1 ] lr: 0.00295, loss: 0.20829, avg_reader_cost: 2.67264 sec, avg_batch_cost: 2.77899 sec, avg_samples: 96.0, avg_ips: 34.54486 images/sec.
Type : pill Train [ Epoch 155/256 iter 2 ] lr: 0.00295, loss: 0.22407, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10309 sec, avg_samples: 96.0, avg_ips: 931.18379 images/sec.
Type : pill Train [ Epoch 155/256 iter 3 ] lr: 0.00295, loss: 0.15051, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.08619 sec, avg_samples: 75.0, avg_ips: 870.18514 images/sec.
Type : pill Train [ Epoch 156/256 iter 1 ] lr: 0.00317, loss: 0.20467, avg_reader_cost: 2.69887 sec, avg_batch_cost: 2.80997 sec, avg_samples: 96.0, avg_ips: 34.16401 images/sec.
Type : pill Train [ Epoch 156/256 iter 2 ] lr: 0.00317, loss: 0.18248, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10539 sec, avg_samples: 96.0, avg_ips: 910.86259 images/sec.
Type : pill Train [ Epoch 156/256 iter 3 ] lr: 0.00317, loss: 0.17690, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.08793 sec, avg_samples: 75.0, avg_ips: 852.98394 images/sec.
Type : pill Train [ Epoch 157/256 iter 1 ] lr: 0.00340, loss: 0.25454, avg_reader_cost: 1.96548 sec, avg_batch_cost: 2.07165 sec, avg_samples: 96.0, avg_ips: 46.33987 images/sec.
Type : pill Train [ Epoch 157/256 iter 2 ] lr: 0.00340, loss: 0.23731, avg_reader_cost: 0.24601 sec, avg_batch_cost: 0.34951 sec, avg_samples: 96.0, avg_ips: 274.66692 images/sec.
Type : pill Train [ Epoch 157/256 iter 3 ] lr: 0.00340, loss: 0.20591, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.08670 sec, avg_samples: 75.0, avg_ips: 865.03325 images/sec.
Type : pill Train [ Epoch 158/256 iter 1 ] lr: 0.00364, loss: 0.21205, avg_reader_cost: 2.68657 sec, avg_batch_cost: 2.79361 sec, avg_samples: 96.0, avg_ips: 34.36410 images/sec.
Type : pill Train [ Epoch 158/256 iter 2 ] lr: 0.00364, loss: 0.26402, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10338 sec, avg_samples: 96.0, avg_ips: 928.60249 images/sec.
Type : pill Train [ Epoch 158/256 iter 3 ] lr: 0.00364, loss: 0.18479, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.08669 sec, avg_samples: 75.0, avg_ips: 865.17123 images/sec.
Type : pill Train [ Epoch 159/256 iter 1 ] lr: 0.00389, loss: 0.18800, avg_reader_cost: 2.58607 sec, avg_batch_cost: 2.69223 sec, avg_samples: 96.0, avg_ips: 35.65818 images/sec.
Type : pill Train [ Epoch 159/256 iter 2 ] lr: 0.00389, loss: 0.20887, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10468 sec, avg_samples: 96.0, avg_ips: 917.06338 images/sec.
Type : pill Train [ Epoch 159/256 iter 3 ] lr: 0.00389, loss: 0.20997, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.08735 sec, avg_samples: 75.0, avg_ips: 858.56662 images/sec.
Type : pill Train [ Epoch 160/256 iter 1 ] lr: 0.00414, loss: 0.23086, avg_reader_cost: 2.77724 sec, avg_batch_cost: 2.88302 sec, avg_samples: 96.0, avg_ips: 33.29841 images/sec.
Type : pill Train [ Epoch 160/256 iter 2 ] lr: 0.00414, loss: 0.18681, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10376 sec, avg_samples: 96.0, avg_ips: 925.21624 images/sec.
Type : pill Train [ Epoch 160/256 iter 3 ] lr: 0.00414, loss: 0.20532, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08884 sec, avg_samples: 75.0, avg_ips: 844.17347 images/sec.
Type : pill Test [ Epoch 160/256 ] test_cost: 10.297940 sec max_auc: 0.94517 roc_auc : 0.938080.
Type : pill Train [ Epoch 161/256 iter 1 ] lr: 0.00439, loss: 0.23471, avg_reader_cost: 2.62762 sec, avg_batch_cost: 2.74224 sec, avg_samples: 96.0, avg_ips: 35.00790 images/sec.
Type : pill Train [ Epoch 161/256 iter 2 ] lr: 0.00439, loss: 0.20164, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11350 sec, avg_samples: 96.0, avg_ips: 845.83364 images/sec.
Type : pill Train [ Epoch 161/256 iter 3 ] lr: 0.00439, loss: 0.23334, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.09501 sec, avg_samples: 75.0, avg_ips: 789.39024 images/sec.
Type : pill Train [ Epoch 162/256 iter 1 ] lr: 0.00466, loss: 0.19962, avg_reader_cost: 2.64519 sec, avg_batch_cost: 2.75846 sec, avg_samples: 96.0, avg_ips: 34.80201 images/sec.
Type : pill Train [ Epoch 162/256 iter 2 ] lr: 0.00466, loss: 0.20630, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11192 sec, avg_samples: 96.0, avg_ips: 857.75829 images/sec.
Type : pill Train [ Epoch 162/256 iter 3 ] lr: 0.00466, loss: 0.22104, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09462 sec, avg_samples: 75.0, avg_ips: 792.63237 images/sec.
Type : pill Train [ Epoch 163/256 iter 1 ] lr: 0.00493, loss: 0.25285, avg_reader_cost: 2.63642 sec, avg_batch_cost: 2.74920 sec, avg_samples: 96.0, avg_ips: 34.91930 images/sec.
Type : pill Train [ Epoch 163/256 iter 2 ] lr: 0.00493, loss: 0.20394, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11147 sec, avg_samples: 96.0, avg_ips: 861.24970 images/sec.
Type : pill Train [ Epoch 163/256 iter 3 ] lr: 0.00493, loss: 0.19601, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.09425 sec, avg_samples: 75.0, avg_ips: 795.72004 images/sec.
Type : pill Train [ Epoch 164/256 iter 1 ] lr: 0.00520, loss: 0.19478, avg_reader_cost: 2.67659 sec, avg_batch_cost: 2.78495 sec, avg_samples: 96.0, avg_ips: 34.47105 images/sec.
Type : pill Train [ Epoch 164/256 iter 2 ] lr: 0.00520, loss: 0.17612, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10303 sec, avg_samples: 96.0, avg_ips: 931.75913 images/sec.
Type : pill Train [ Epoch 164/256 iter 3 ] lr: 0.00520, loss: 0.21403, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.08770 sec, avg_samples: 75.0, avg_ips: 855.14504 images/sec.
Type : pill Train [ Epoch 165/256 iter 1 ] lr: 0.00548, loss: 0.21217, avg_reader_cost: 2.73809 sec, avg_batch_cost: 2.84414 sec, avg_samples: 96.0, avg_ips: 33.75356 images/sec.
Type : pill Train [ Epoch 165/256 iter 2 ] lr: 0.00548, loss: 0.16821, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10322 sec, avg_samples: 96.0, avg_ips: 930.02881 images/sec.
Type : pill Train [ Epoch 165/256 iter 3 ] lr: 0.00548, loss: 0.18294, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.08994 sec, avg_samples: 75.0, avg_ips: 833.87313 images/sec.
Type : pill Train [ Epoch 166/256 iter 1 ] lr: 0.00577, loss: 0.18384, avg_reader_cost: 2.71183 sec, avg_batch_cost: 2.82416 sec, avg_samples: 96.0, avg_ips: 33.99239 images/sec.
Type : pill Train [ Epoch 166/256 iter 2 ] lr: 0.00577, loss: 0.15079, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11125 sec, avg_samples: 96.0, avg_ips: 862.90900 images/sec.
Type : pill Train [ Epoch 166/256 iter 3 ] lr: 0.00577, loss: 0.22343, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09430 sec, avg_samples: 75.0, avg_ips: 795.31970 images/sec.
Type : pill Train [ Epoch 167/256 iter 1 ] lr: 0.00606, loss: 0.25148, avg_reader_cost: 2.65728 sec, avg_batch_cost: 2.77095 sec, avg_samples: 96.0, avg_ips: 34.64514 images/sec.
Type : pill Train [ Epoch 167/256 iter 2 ] lr: 0.00606, loss: 0.18089, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11174 sec, avg_samples: 96.0, avg_ips: 859.14742 images/sec.
