
############################
training hazelnut
############################

Type : hazelnut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.28789, avg_reader_cost: 3.20340 sec, avg_batch_cost: 3.31736 sec, avg_samples: 96.0, avg_ips: 28.93864 images/sec.
Type : hazelnut Train [ Epoch 198/256 iter 5 ] lr: 0.01684, loss: 0.25875, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02816 sec, avg_samples: 7.0, avg_ips: 248.59344 images/sec.
Type : hazelnut Train [ Epoch 199/256 iter 1 ] lr: 0.01720, loss: 0.13434, avg_reader_cost: 1.90338 sec, avg_batch_cost: 2.00924 sec, avg_samples: 96.0, avg_ips: 47.77933 images/sec.
Type : hazelnut Train [ Epoch 199/256 iter 2 ] lr: 0.01720, loss: 0.14174, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10499 sec, avg_samples: 96.0, avg_ips: 914.36860 images/sec.
Type : hazelnut Train [ Epoch 199/256 iter 3 ] lr: 0.01720, loss: 0.14756, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10377 sec, avg_samples: 96.0, avg_ips: 925.13972 images/sec.
Type : hazelnut Train [ Epoch 199/256 iter 4 ] lr: 0.01720, loss: 0.10302, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10516 sec, avg_samples: 96.0, avg_ips: 912.89052 images/sec.
Type : hazelnut Train [ Epoch 199/256 iter 5 ] lr: 0.01720, loss: 0.09047, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03002 sec, avg_samples: 7.0, avg_ips: 233.19827 images/sec.
Type : hazelnut Train [ Epoch 200/256 iter 1 ] lr: 0.01756, loss: 0.14052, avg_reader_cost: 1.94958 sec, avg_batch_cost: 2.05559 sec, avg_samples: 96.0, avg_ips: 46.70185 images/sec.
Type : hazelnut Train [ Epoch 200/256 iter 2 ] lr: 0.01756, loss: 0.16508, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10441 sec, avg_samples: 96.0, avg_ips: 919.41076 images/sec.
Type : hazelnut Train [ Epoch 200/256 iter 3 ] lr: 0.01756, loss: 0.15497, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10377 sec, avg_samples: 96.0, avg_ips: 925.08658 images/sec.
Type : hazelnut Train [ Epoch 200/256 iter 4 ] lr: 0.01756, loss: 0.11159, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10262 sec, avg_samples: 96.0, avg_ips: 935.45642 images/sec.
Type : hazelnut Train [ Epoch 200/256 iter 5 ] lr: 0.01756, loss: 0.19353, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.02679 sec, avg_samples: 7.0, avg_ips: 261.29014 images/sec.
Type : hazelnut Test [ Epoch 200/256 ] test_cost: 9.926454 sec max_auc: 0.96571 roc_auc : 0.947857.
Type : hazelnut Train [ Epoch 201/256 iter 1 ] lr: 0.01793, loss: 0.14356, avg_reader_cost: 2.56574 sec, avg_batch_cost: 2.67833 sec, avg_samples: 96.0, avg_ips: 35.84322 images/sec.
Type : hazelnut Train [ Epoch 201/256 iter 2 ] lr: 0.01793, loss: 0.07969, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11239 sec, avg_samples: 96.0, avg_ips: 854.19357 images/sec.
Type : hazelnut Train [ Epoch 201/256 iter 3 ] lr: 0.01793, loss: 0.14087, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11167 sec, avg_samples: 96.0, avg_ips: 859.67019 images/sec.
Type : hazelnut Train [ Epoch 201/256 iter 4 ] lr: 0.01793, loss: 0.07019, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11310 sec, avg_samples: 96.0, avg_ips: 848.77198 images/sec.
Type : hazelnut Train [ Epoch 201/256 iter 5 ] lr: 0.01793, loss: 0.08752, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04056 sec, avg_samples: 7.0, avg_ips: 172.57670 images/sec.
Type : hazelnut Train [ Epoch 202/256 iter 1 ] lr: 0.01829, loss: 0.16894, avg_reader_cost: 2.43720 sec, avg_batch_cost: 2.54936 sec, avg_samples: 96.0, avg_ips: 37.65649 images/sec.
Type : hazelnut Train [ Epoch 202/256 iter 2 ] lr: 0.01829, loss: 0.18419, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11122 sec, avg_samples: 96.0, avg_ips: 863.18092 images/sec.
Type : hazelnut Train [ Epoch 202/256 iter 3 ] lr: 0.01829, loss: 0.14278, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11073 sec, avg_samples: 96.0, avg_ips: 866.95185 images/sec.
Type : hazelnut Train [ Epoch 202/256 iter 4 ] lr: 0.01829, loss: 0.15683, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11685 sec, avg_samples: 96.0, avg_ips: 821.53665 images/sec.
Type : hazelnut Train [ Epoch 202/256 iter 5 ] lr: 0.01829, loss: 0.06531, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03847 sec, avg_samples: 7.0, avg_ips: 181.94517 images/sec.
Type : hazelnut Train [ Epoch 203/256 iter 1 ] lr: 0.01864, loss: 0.08106, avg_reader_cost: 2.58184 sec, avg_batch_cost: 2.69515 sec, avg_samples: 96.0, avg_ips: 35.61950 images/sec.
Type : hazelnut Train [ Epoch 203/256 iter 2 ] lr: 0.01864, loss: 0.14004, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11107 sec, avg_samples: 96.0, avg_ips: 864.31302 images/sec.
Type : hazelnut Train [ Epoch 203/256 iter 3 ] lr: 0.01864, loss: 0.16022, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11070 sec, avg_samples: 96.0, avg_ips: 867.22820 images/sec.
Type : hazelnut Train [ Epoch 203/256 iter 4 ] lr: 0.01864, loss: 0.10408, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11270 sec, avg_samples: 96.0, avg_ips: 851.83712 images/sec.
Type : hazelnut Train [ Epoch 203/256 iter 5 ] lr: 0.01864, loss: 0.16398, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04157 sec, avg_samples: 7.0, avg_ips: 168.39860 images/sec.
Type : hazelnut Train [ Epoch 204/256 iter 1 ] lr: 0.01900, loss: 0.13365, avg_reader_cost: 2.40885 sec, avg_batch_cost: 2.52149 sec, avg_samples: 96.0, avg_ips: 38.07269 images/sec.
Type : hazelnut Train [ Epoch 204/256 iter 2 ] lr: 0.01900, loss: 0.11726, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11280 sec, avg_samples: 96.0, avg_ips: 851.05572 images/sec.
Type : hazelnut Train [ Epoch 204/256 iter 3 ] lr: 0.01900, loss: 0.14666, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10986 sec, avg_samples: 96.0, avg_ips: 873.82092 images/sec.
Type : hazelnut Train [ Epoch 204/256 iter 4 ] lr: 0.01900, loss: 0.13784, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11119 sec, avg_samples: 96.0, avg_ips: 863.40303 images/sec.
Type : hazelnut Train [ Epoch 204/256 iter 5 ] lr: 0.01900, loss: 0.02590, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03865 sec, avg_samples: 7.0, avg_ips: 181.13138 images/sec.
Type : hazelnut Train [ Epoch 205/256 iter 1 ] lr: 0.01935, loss: 0.08411, avg_reader_cost: 1.97201 sec, avg_batch_cost: 2.08528 sec, avg_samples: 96.0, avg_ips: 46.03697 images/sec.
Type : hazelnut Train [ Epoch 205/256 iter 2 ] lr: 0.01935, loss: 0.11694, avg_reader_cost: 0.07135 sec, avg_batch_cost: 0.18191 sec, avg_samples: 96.0, avg_ips: 527.72993 images/sec.
Type : hazelnut Train [ Epoch 205/256 iter 3 ] lr: 0.01935, loss: 0.10313, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11085 sec, avg_samples: 96.0, avg_ips: 866.03443 images/sec.
Type : hazelnut Train [ Epoch 205/256 iter 4 ] lr: 0.01935, loss: 0.13795, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10377 sec, avg_samples: 96.0, avg_ips: 925.15247 images/sec.
Type : hazelnut Train [ Epoch 205/256 iter 5 ] lr: 0.01935, loss: 0.01496, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.02544 sec, avg_samples: 7.0, avg_ips: 275.12396 images/sec.
Type : hazelnut Train [ Epoch 206/256 iter 1 ] lr: 0.01971, loss: 0.12687, avg_reader_cost: 1.94426 sec, avg_batch_cost: 2.04940 sec, avg_samples: 96.0, avg_ips: 46.84295 images/sec.
Type : hazelnut Train [ Epoch 206/256 iter 2 ] lr: 0.01971, loss: 0.11421, avg_reader_cost: 0.08589 sec, avg_batch_cost: 0.18946 sec, avg_samples: 96.0, avg_ips: 506.69551 images/sec.
Type : hazelnut Train [ Epoch 206/256 iter 3 ] lr: 0.01971, loss: 0.13341, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10293 sec, avg_samples: 96.0, avg_ips: 932.66990 images/sec.
Type : hazelnut Train [ Epoch 206/256 iter 4 ] lr: 0.01971, loss: 0.11678, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10429 sec, avg_samples: 96.0, avg_ips: 920.51214 images/sec.
Type : hazelnut Train [ Epoch 206/256 iter 5 ] lr: 0.01971, loss: 0.14055, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02547 sec, avg_samples: 7.0, avg_ips: 274.84066 images/sec.
Type : hazelnut Train [ Epoch 207/256 iter 1 ] lr: 0.02005, loss: 0.13913, avg_reader_cost: 1.92651 sec, avg_batch_cost: 2.03237 sec, avg_samples: 96.0, avg_ips: 47.23554 images/sec.
Type : hazelnut Train [ Epoch 207/256 iter 2 ] lr: 0.02005, loss: 0.10961, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10402 sec, avg_samples: 96.0, avg_ips: 922.93435 images/sec.
Type : hazelnut Train [ Epoch 207/256 iter 3 ] lr: 0.02005, loss: 0.10518, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10371 sec, avg_samples: 96.0, avg_ips: 925.66504 images/sec.
Type : hazelnut Train [ Epoch 207/256 iter 4 ] lr: 0.02005, loss: 0.07588, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10655 sec, avg_samples: 96.0, avg_ips: 900.96548 images/sec.
Type : hazelnut Train [ Epoch 207/256 iter 5 ] lr: 0.02005, loss: 0.12883, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.02633 sec, avg_samples: 7.0, avg_ips: 265.87576 images/sec.
Type : hazelnut Train [ Epoch 208/256 iter 1 ] lr: 0.02040, loss: 0.15102, avg_reader_cost: 1.92072 sec, avg_batch_cost: 2.02774 sec, avg_samples: 96.0, avg_ips: 47.34326 images/sec.
Type : hazelnut Train [ Epoch 208/256 iter 2 ] lr: 0.02040, loss: 0.17490, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10427 sec, avg_samples: 96.0, avg_ips: 920.71842 images/sec.
Type : hazelnut Train [ Epoch 208/256 iter 3 ] lr: 0.02040, loss: 0.09138, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10322 sec, avg_samples: 96.0, avg_ips: 930.03311 images/sec.
Type : hazelnut Train [ Epoch 208/256 iter 4 ] lr: 0.02040, loss: 0.12110, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10305 sec, avg_samples: 96.0, avg_ips: 931.60391 images/sec.
Type : hazelnut Train [ Epoch 208/256 iter 5 ] lr: 0.02040, loss: 0.12228, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02751 sec, avg_samples: 7.0, avg_ips: 254.48668 images/sec.
Type : hazelnut Test [ Epoch 208/256 ] test_cost: 9.326937 sec max_auc: 0.96571 roc_auc : 0.928571.
Type : hazelnut Train [ Epoch 209/256 iter 1 ] lr: 0.02074, loss: 0.09396, avg_reader_cost: 2.48196 sec, avg_batch_cost: 2.59527 sec, avg_samples: 96.0, avg_ips: 36.99038 images/sec.
Type : hazelnut Train [ Epoch 209/256 iter 2 ] lr: 0.02074, loss: 0.10357, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11078 sec, avg_samples: 96.0, avg_ips: 866.56003 images/sec.
Type : hazelnut Train [ Epoch 209/256 iter 3 ] lr: 0.02074, loss: 0.14950, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11040 sec, avg_samples: 96.0, avg_ips: 869.53548 images/sec.
Type : hazelnut Train [ Epoch 209/256 iter 4 ] lr: 0.02074, loss: 0.11498, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11308 sec, avg_samples: 96.0, avg_ips: 848.95631 images/sec.
Type : hazelnut Train [ Epoch 209/256 iter 5 ] lr: 0.02074, loss: 0.09372, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03750 sec, avg_samples: 7.0, avg_ips: 186.64459 images/sec.
Type : hazelnut Train [ Epoch 210/256 iter 1 ] lr: 0.02108, loss: 0.18938, avg_reader_cost: 2.39903 sec, avg_batch_cost: 2.51091 sec, avg_samples: 96.0, avg_ips: 38.23314 images/sec.
Type : hazelnut Train [ Epoch 210/256 iter 2 ] lr: 0.02108, loss: 0.15578, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11268 sec, avg_samples: 96.0, avg_ips: 851.94706 images/sec.
Type : hazelnut Train [ Epoch 210/256 iter 3 ] lr: 0.02108, loss: 0.13148, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11188 sec, avg_samples: 96.0, avg_ips: 858.02515 images/sec.
Type : hazelnut Train [ Epoch 210/256 iter 4 ] lr: 0.02108, loss: 0.12738, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10907 sec, avg_samples: 96.0, avg_ips: 880.18359 images/sec.
Type : hazelnut Train [ Epoch 210/256 iter 5 ] lr: 0.02108, loss: 0.12858, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02777 sec, avg_samples: 7.0, avg_ips: 252.02692 images/sec.
Type : hazelnut Train [ Epoch 211/256 iter 1 ] lr: 0.02141, loss: 0.06520, avg_reader_cost: 2.39018 sec, avg_batch_cost: 2.49579 sec, avg_samples: 96.0, avg_ips: 38.46476 images/sec.
Type : hazelnut Train [ Epoch 211/256 iter 2 ] lr: 0.02141, loss: 0.13391, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10390 sec, avg_samples: 96.0, avg_ips: 923.96574 images/sec.
Type : hazelnut Train [ Epoch 211/256 iter 3 ] lr: 0.02141, loss: 0.14628, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10419 sec, avg_samples: 96.0, avg_ips: 921.42214 images/sec.
Type : hazelnut Train [ Epoch 211/256 iter 4 ] lr: 0.02141, loss: 0.11941, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.10485 sec, avg_samples: 96.0, avg_ips: 915.61822 images/sec.
Type : hazelnut Train [ Epoch 211/256 iter 5 ] lr: 0.02141, loss: 0.06070, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02564 sec, avg_samples: 7.0, avg_ips: 273.05651 images/sec.
Type : hazelnut Train [ Epoch 212/256 iter 1 ] lr: 0.02174, loss: 0.09835, avg_reader_cost: 1.92236 sec, avg_batch_cost: 2.02811 sec, avg_samples: 96.0, avg_ips: 47.33478 images/sec.
Type : hazelnut Train [ Epoch 212/256 iter 2 ] lr: 0.02174, loss: 0.09437, avg_reader_cost: 0.03567 sec, avg_batch_cost: 0.13994 sec, avg_samples: 96.0, avg_ips: 685.99532 images/sec.
Type : hazelnut Train [ Epoch 212/256 iter 3 ] lr: 0.02174, loss: 0.14779, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10390 sec, avg_samples: 96.0, avg_ips: 923.92546 images/sec.
Type : hazelnut Train [ Epoch 212/256 iter 4 ] lr: 0.02174, loss: 0.08280, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.10453 sec, avg_samples: 96.0, avg_ips: 918.41883 images/sec.
Type : hazelnut Train [ Epoch 212/256 iter 5 ] lr: 0.02174, loss: 0.03201, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02538 sec, avg_samples: 7.0, avg_ips: 275.80108 images/sec.
Type : hazelnut Train [ Epoch 213/256 iter 1 ] lr: 0.02207, loss: 0.10225, avg_reader_cost: 2.14183 sec, avg_batch_cost: 2.24813 sec, avg_samples: 96.0, avg_ips: 42.70220 images/sec.
Type : hazelnut Train [ Epoch 213/256 iter 2 ] lr: 0.02207, loss: 0.07350, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10412 sec, avg_samples: 96.0, avg_ips: 922.00447 images/sec.
Type : hazelnut Train [ Epoch 213/256 iter 3 ] lr: 0.02207, loss: 0.12003, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10812 sec, avg_samples: 96.0, avg_ips: 887.86738 images/sec.
Type : hazelnut Train [ Epoch 213/256 iter 4 ] lr: 0.02207, loss: 0.09013, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.10381 sec, avg_samples: 96.0, avg_ips: 924.74452 images/sec.
Type : hazelnut Train [ Epoch 213/256 iter 5 ] lr: 0.02207, loss: 0.29407, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02547 sec, avg_samples: 7.0, avg_ips: 274.79693 images/sec.
Type : hazelnut Train [ Epoch 214/256 iter 1 ] lr: 0.02239, loss: 0.11643, avg_reader_cost: 1.93794 sec, avg_batch_cost: 2.04291 sec, avg_samples: 96.0, avg_ips: 46.99187 images/sec.
Type : hazelnut Train [ Epoch 214/256 iter 2 ] lr: 0.02239, loss: 0.15675, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10568 sec, avg_samples: 96.0, avg_ips: 908.43356 images/sec.
Type : hazelnut Train [ Epoch 214/256 iter 3 ] lr: 0.02239, loss: 0.12978, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10527 sec, avg_samples: 96.0, avg_ips: 911.93945 images/sec.
Type : hazelnut Train [ Epoch 214/256 iter 4 ] lr: 0.02239, loss: 0.10999, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10425 sec, avg_samples: 96.0, avg_ips: 920.89530 images/sec.
Type : hazelnut Train [ Epoch 214/256 iter 5 ] lr: 0.02239, loss: 0.16413, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02654 sec, avg_samples: 7.0, avg_ips: 263.74057 images/sec.
Type : hazelnut Train [ Epoch 215/256 iter 1 ] lr: 0.02271, loss: 0.12406, avg_reader_cost: 1.94967 sec, avg_batch_cost: 2.05492 sec, avg_samples: 96.0, avg_ips: 46.71722 images/sec.
Type : hazelnut Train [ Epoch 215/256 iter 2 ] lr: 0.02271, loss: 0.15493, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10418 sec, avg_samples: 96.0, avg_ips: 921.51704 images/sec.
Type : hazelnut Train [ Epoch 215/256 iter 3 ] lr: 0.02271, loss: 0.13433, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10349 sec, avg_samples: 96.0, avg_ips: 927.63125 images/sec.
Type : hazelnut Train [ Epoch 215/256 iter 4 ] lr: 0.02271, loss: 0.11528, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10684 sec, avg_samples: 96.0, avg_ips: 898.52672 images/sec.
Type : hazelnut Train [ Epoch 215/256 iter 5 ] lr: 0.02271, loss: 0.17646, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.02585 sec, avg_samples: 7.0, avg_ips: 270.77245 images/sec.
Type : hazelnut Train [ Epoch 216/256 iter 1 ] lr: 0.02302, loss: 0.14254, avg_reader_cost: 1.93101 sec, avg_batch_cost: 2.03798 sec, avg_samples: 96.0, avg_ips: 47.10540 images/sec.
Type : hazelnut Train [ Epoch 216/256 iter 2 ] lr: 0.02302, loss: 0.18193, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10460 sec, avg_samples: 96.0, avg_ips: 917.79918 images/sec.
Type : hazelnut Train [ Epoch 216/256 iter 3 ] lr: 0.02302, loss: 0.13406, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10351 sec, avg_samples: 96.0, avg_ips: 927.47313 images/sec.
Type : hazelnut Train [ Epoch 216/256 iter 4 ] lr: 0.02302, loss: 0.16174, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10579 sec, avg_samples: 96.0, avg_ips: 907.44063 images/sec.
Type : hazelnut Train [ Epoch 216/256 iter 5 ] lr: 0.02302, loss: 0.25248, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.02758 sec, avg_samples: 7.0, avg_ips: 253.82006 images/sec.
Type : hazelnut Test [ Epoch 216/256 ] test_cost: 11.835712 sec max_auc: 0.96571 roc_auc : 0.931786.
Type : hazelnut Train [ Epoch 217/256 iter 1 ] lr: 0.02333, loss: 0.08361, avg_reader_cost: 2.52949 sec, avg_batch_cost: 2.63730 sec, avg_samples: 96.0, avg_ips: 36.40082 images/sec.
Type : hazelnut Train [ Epoch 217/256 iter 2 ] lr: 0.02333, loss: 0.10108, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10441 sec, avg_samples: 96.0, avg_ips: 919.41706 images/sec.
Type : hazelnut Train [ Epoch 217/256 iter 3 ] lr: 0.02333, loss: 0.15887, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.10333 sec, avg_samples: 96.0, avg_ips: 929.04386 images/sec.
Type : hazelnut Train [ Epoch 217/256 iter 4 ] lr: 0.02333, loss: 0.09891, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10251 sec, avg_samples: 96.0, avg_ips: 936.45720 images/sec.
Type : hazelnut Train [ Epoch 217/256 iter 5 ] lr: 0.02333, loss: 0.01854, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03141 sec, avg_samples: 7.0, avg_ips: 222.85404 images/sec.
Type : hazelnut Train [ Epoch 218/256 iter 1 ] lr: 0.02364, loss: 0.15259, avg_reader_cost: 2.44519 sec, avg_batch_cost: 2.55137 sec, avg_samples: 96.0, avg_ips: 37.62681 images/sec.
Type : hazelnut Train [ Epoch 218/256 iter 2 ] lr: 0.02364, loss: 0.13345, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10442 sec, avg_samples: 96.0, avg_ips: 919.35618 images/sec.
Type : hazelnut Train [ Epoch 218/256 iter 3 ] lr: 0.02364, loss: 0.14065, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10289 sec, avg_samples: 96.0, avg_ips: 933.02218 images/sec.
Type : hazelnut Train [ Epoch 218/256 iter 4 ] lr: 0.02364, loss: 0.12329, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.10371 sec, avg_samples: 96.0, avg_ips: 925.62674 images/sec.
Type : hazelnut Train [ Epoch 218/256 iter 5 ] lr: 0.02364, loss: 0.16997, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02527 sec, avg_samples: 7.0, avg_ips: 277.01370 images/sec.
Type : hazelnut Train [ Epoch 219/256 iter 1 ] lr: 0.02394, loss: 0.11196, avg_reader_cost: 2.35299 sec, avg_batch_cost: 2.45918 sec, avg_samples: 96.0, avg_ips: 39.03745 images/sec.
Type : hazelnut Train [ Epoch 219/256 iter 2 ] lr: 0.02394, loss: 0.17374, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10321 sec, avg_samples: 96.0, avg_ips: 930.12119 images/sec.
Type : hazelnut Train [ Epoch 219/256 iter 3 ] lr: 0.02394, loss: 0.11745, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10424 sec, avg_samples: 96.0, avg_ips: 920.97745 images/sec.
Type : hazelnut Train [ Epoch 219/256 iter 4 ] lr: 0.02394, loss: 0.12636, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10257 sec, avg_samples: 96.0, avg_ips: 935.92826 images/sec.
Type : hazelnut Train [ Epoch 219/256 iter 5 ] lr: 0.02394, loss: 0.02170, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.02553 sec, avg_samples: 7.0, avg_ips: 274.19384 images/sec.
Type : hazelnut Train [ Epoch 220/256 iter 1 ] lr: 0.02423, loss: 0.12986, avg_reader_cost: 2.38948 sec, avg_batch_cost: 2.49545 sec, avg_samples: 96.0, avg_ips: 38.46995 images/sec.
Type : hazelnut Train [ Epoch 220/256 iter 2 ] lr: 0.02423, loss: 0.10960, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10501 sec, avg_samples: 96.0, avg_ips: 914.18383 images/sec.
Type : hazelnut Train [ Epoch 220/256 iter 3 ] lr: 0.02423, loss: 0.14311, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10362 sec, avg_samples: 96.0, avg_ips: 926.42537 images/sec.
Type : hazelnut Train [ Epoch 220/256 iter 4 ] lr: 0.02423, loss: 0.08354, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10284 sec, avg_samples: 96.0, avg_ips: 933.46127 images/sec.
Type : hazelnut Train [ Epoch 220/256 iter 5 ] lr: 0.02423, loss: 0.01406, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.02609 sec, avg_samples: 7.0, avg_ips: 268.25151 images/sec.
Type : hazelnut Train [ Epoch 221/256 iter 1 ] lr: 0.02452, loss: 0.09948, avg_reader_cost: 2.02384 sec, avg_batch_cost: 2.13015 sec, avg_samples: 96.0, avg_ips: 45.06722 images/sec.
Type : hazelnut Train [ Epoch 221/256 iter 2 ] lr: 0.02452, loss: 0.10283, avg_reader_cost: 0.05947 sec, avg_batch_cost: 0.16505 sec, avg_samples: 96.0, avg_ips: 581.64938 images/sec.
Type : hazelnut Train [ Epoch 221/256 iter 3 ] lr: 0.02452, loss: 0.09996, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10281 sec, avg_samples: 96.0, avg_ips: 933.80547 images/sec.
Type : hazelnut Train [ Epoch 221/256 iter 4 ] lr: 0.02452, loss: 0.16253, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10286 sec, avg_samples: 96.0, avg_ips: 933.28818 images/sec.
Type : hazelnut Train [ Epoch 221/256 iter 5 ] lr: 0.02452, loss: 0.14989, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02541 sec, avg_samples: 7.0, avg_ips: 275.48795 images/sec.
Type : hazelnut Train [ Epoch 222/256 iter 1 ] lr: 0.02480, loss: 0.07629, avg_reader_cost: 1.93139 sec, avg_batch_cost: 2.03640 sec, avg_samples: 96.0, avg_ips: 47.14212 images/sec.
Type : hazelnut Train [ Epoch 222/256 iter 2 ] lr: 0.02480, loss: 0.10143, avg_reader_cost: 0.15610 sec, avg_batch_cost: 0.26016 sec, avg_samples: 96.0, avg_ips: 368.99765 images/sec.
Type : hazelnut Train [ Epoch 222/256 iter 3 ] lr: 0.02480, loss: 0.12703, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10291 sec, avg_samples: 96.0, avg_ips: 932.81035 images/sec.
Type : hazelnut Train [ Epoch 222/256 iter 4 ] lr: 0.02480, loss: 0.05295, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10314 sec, avg_samples: 96.0, avg_ips: 930.78987 images/sec.
Type : hazelnut Train [ Epoch 222/256 iter 5 ] lr: 0.02480, loss: 0.03842, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.02508 sec, avg_samples: 7.0, avg_ips: 279.14439 images/sec.
Type : hazelnut Train [ Epoch 223/256 iter 1 ] lr: 0.02507, loss: 0.10288, avg_reader_cost: 1.91631 sec, avg_batch_cost: 2.02150 sec, avg_samples: 96.0, avg_ips: 47.48948 images/sec.
Type : hazelnut Train [ Epoch 223/256 iter 2 ] lr: 0.02507, loss: 0.10515, avg_reader_cost: 0.19289 sec, avg_batch_cost: 0.29868 sec, avg_samples: 96.0, avg_ips: 321.41903 images/sec.
