
############################
training metal_nut
############################

Type : metal_nut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.65859, avg_reader_cost: 2.59916 sec, avg_batch_cost: 2.72412 sec, avg_samples: 96.0, avg_ips: 35.24075 images/sec.
Type : metal_nut Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.08311, avg_reader_cost: 2.73926 sec, avg_batch_cost: 2.84636 sec, avg_samples: 96.0, avg_ips: 33.72726 images/sec.
Type : metal_nut Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.06839, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10512 sec, avg_samples: 96.0, avg_ips: 913.20108 images/sec.
Type : metal_nut Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.03082, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.04490 sec, avg_samples: 28.0, avg_ips: 623.61547 images/sec.
Type : metal_nut Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.11409, avg_reader_cost: 2.54532 sec, avg_batch_cost: 2.65710 sec, avg_samples: 96.0, avg_ips: 36.12957 images/sec.
Type : metal_nut Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.08484, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11159 sec, avg_samples: 96.0, avg_ips: 860.26895 images/sec.
Type : metal_nut Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.02089, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.05122 sec, avg_samples: 28.0, avg_ips: 546.61121 images/sec.
Type : metal_nut Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.06322, avg_reader_cost: 2.61866 sec, avg_batch_cost: 2.73144 sec, avg_samples: 96.0, avg_ips: 35.14630 images/sec.
Type : metal_nut Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.07693, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11287 sec, avg_samples: 96.0, avg_ips: 850.55415 images/sec.
Type : metal_nut Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.08748, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05184 sec, avg_samples: 28.0, avg_ips: 540.09792 images/sec.
Type : metal_nut Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.07827, avg_reader_cost: 2.74066 sec, avg_batch_cost: 2.85329 sec, avg_samples: 96.0, avg_ips: 33.64536 images/sec.
Type : metal_nut Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.08475, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11406 sec, avg_samples: 96.0, avg_ips: 841.67163 images/sec.
Type : metal_nut Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.07744, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05287 sec, avg_samples: 28.0, avg_ips: 529.62205 images/sec.
Type : metal_nut Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.09734, avg_reader_cost: 2.96837 sec, avg_batch_cost: 3.08056 sec, avg_samples: 96.0, avg_ips: 31.16316 images/sec.
Type : metal_nut Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.13906, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11386 sec, avg_samples: 96.0, avg_ips: 843.16269 images/sec.
Type : metal_nut Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.09231, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05280 sec, avg_samples: 28.0, avg_ips: 530.31082 images/sec.
Type : metal_nut Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.05646, avg_reader_cost: 2.83435 sec, avg_batch_cost: 2.95008 sec, avg_samples: 96.0, avg_ips: 32.54149 images/sec.
Type : metal_nut Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.06440, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11381 sec, avg_samples: 96.0, avg_ips: 843.50712 images/sec.
Type : metal_nut Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.09208, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05318 sec, avg_samples: 28.0, avg_ips: 526.48089 images/sec.
Type : metal_nut Test [ Epoch 128/256 ] test_cost: 5.359982 sec max_auc: 0.92424 roc_auc : 0.912512.
Type : metal_nut Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.06266, avg_reader_cost: 2.85252 sec, avg_batch_cost: 2.96500 sec, avg_samples: 96.0, avg_ips: 32.37775 images/sec.
Type : metal_nut Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.06589, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11191 sec, avg_samples: 96.0, avg_ips: 857.86428 images/sec.
Type : metal_nut Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.11327, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05414 sec, avg_samples: 28.0, avg_ips: 517.22465 images/sec.
Type : metal_nut Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.10704, avg_reader_cost: 2.74063 sec, avg_batch_cost: 2.85427 sec, avg_samples: 96.0, avg_ips: 33.63381 images/sec.
Type : metal_nut Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.08227, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11209 sec, avg_samples: 96.0, avg_ips: 856.45197 images/sec.
Type : metal_nut Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.14394, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.06494 sec, avg_samples: 28.0, avg_ips: 431.19114 images/sec.
Type : metal_nut Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.04416, avg_reader_cost: 2.59147 sec, avg_batch_cost: 2.70353 sec, avg_samples: 96.0, avg_ips: 35.50918 images/sec.
Type : metal_nut Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.08820, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11169 sec, avg_samples: 96.0, avg_ips: 859.53256 images/sec.
Type : metal_nut Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.11952, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05345 sec, avg_samples: 28.0, avg_ips: 523.83432 images/sec.
Type : metal_nut Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.05534, avg_reader_cost: 2.71946 sec, avg_batch_cost: 2.83301 sec, avg_samples: 96.0, avg_ips: 33.88622 images/sec.
Type : metal_nut Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.08685, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11502 sec, avg_samples: 96.0, avg_ips: 834.65622 images/sec.
Type : metal_nut Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.05617, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.05330 sec, avg_samples: 28.0, avg_ips: 525.28933 images/sec.
Type : metal_nut Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.08617, avg_reader_cost: 2.54804 sec, avg_batch_cost: 2.67221 sec, avg_samples: 96.0, avg_ips: 35.92526 images/sec.
Type : metal_nut Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.05986, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11124 sec, avg_samples: 96.0, avg_ips: 863.03476 images/sec.
Type : metal_nut Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.09790, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05184 sec, avg_samples: 28.0, avg_ips: 540.08550 images/sec.
Type : metal_nut Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.02909, avg_reader_cost: 2.47772 sec, avg_batch_cost: 2.59079 sec, avg_samples: 96.0, avg_ips: 37.05429 images/sec.
Type : metal_nut Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.07315, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11149 sec, avg_samples: 96.0, avg_ips: 861.08394 images/sec.
Type : metal_nut Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.07547, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05207 sec, avg_samples: 28.0, avg_ips: 537.74606 images/sec.
Type : metal_nut Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.10228, avg_reader_cost: 2.53456 sec, avg_batch_cost: 2.65335 sec, avg_samples: 96.0, avg_ips: 36.18069 images/sec.
Type : metal_nut Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.05962, avg_reader_cost: 0.00038 sec, avg_batch_cost: 0.12144 sec, avg_samples: 96.0, avg_ips: 790.50340 images/sec.
Type : metal_nut Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.11047, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05979 sec, avg_samples: 28.0, avg_ips: 468.29535 images/sec.
Type : metal_nut Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.08480, avg_reader_cost: 2.73201 sec, avg_batch_cost: 2.84531 sec, avg_samples: 96.0, avg_ips: 33.73968 images/sec.
Type : metal_nut Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.04661, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11404 sec, avg_samples: 96.0, avg_ips: 841.83528 images/sec.
Type : metal_nut Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.01818, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05253 sec, avg_samples: 28.0, avg_ips: 532.99437 images/sec.
Type : metal_nut Test [ Epoch 136/256 ] test_cost: 5.425183 sec max_auc: 0.92424 roc_auc : 0.912023.
Type : metal_nut Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.06177, avg_reader_cost: 2.41548 sec, avg_batch_cost: 2.52822 sec, avg_samples: 96.0, avg_ips: 37.97132 images/sec.
Type : metal_nut Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.05648, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11217 sec, avg_samples: 96.0, avg_ips: 855.86578 images/sec.
Type : metal_nut Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.04805, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05343 sec, avg_samples: 28.0, avg_ips: 524.04937 images/sec.
Type : metal_nut Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.04548, avg_reader_cost: 2.80114 sec, avg_batch_cost: 2.91506 sec, avg_samples: 96.0, avg_ips: 32.93240 images/sec.
Type : metal_nut Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.06169, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11214 sec, avg_samples: 96.0, avg_ips: 856.05320 images/sec.
Type : metal_nut Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.05781, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05260 sec, avg_samples: 28.0, avg_ips: 532.31551 images/sec.
Type : metal_nut Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.08579, avg_reader_cost: 2.62810 sec, avg_batch_cost: 2.74269 sec, avg_samples: 96.0, avg_ips: 35.00212 images/sec.
Type : metal_nut Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.09613, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11270 sec, avg_samples: 96.0, avg_ips: 851.79567 images/sec.
Type : metal_nut Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.03980, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05279 sec, avg_samples: 28.0, avg_ips: 530.35871 images/sec.
Type : metal_nut Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.07565, avg_reader_cost: 2.51299 sec, avg_batch_cost: 2.62610 sec, avg_samples: 96.0, avg_ips: 36.55608 images/sec.
Type : metal_nut Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.06925, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11232 sec, avg_samples: 96.0, avg_ips: 854.66317 images/sec.
Type : metal_nut Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.09173, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05203 sec, avg_samples: 28.0, avg_ips: 538.14524 images/sec.
Type : metal_nut Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.05161, avg_reader_cost: 2.52679 sec, avg_batch_cost: 2.63944 sec, avg_samples: 96.0, avg_ips: 36.37134 images/sec.
Type : metal_nut Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.13086, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11423 sec, avg_samples: 96.0, avg_ips: 840.38049 images/sec.
Type : metal_nut Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.05713, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.05417 sec, avg_samples: 28.0, avg_ips: 516.86044 images/sec.
Type : metal_nut Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.09724, avg_reader_cost: 2.62689 sec, avg_batch_cost: 2.74011 sec, avg_samples: 96.0, avg_ips: 35.03512 images/sec.
Type : metal_nut Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.09693, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11608 sec, avg_samples: 96.0, avg_ips: 827.03931 images/sec.
Type : metal_nut Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.11296, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05234 sec, avg_samples: 28.0, avg_ips: 534.93171 images/sec.
Type : metal_nut Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.06582, avg_reader_cost: 2.76828 sec, avg_batch_cost: 2.88114 sec, avg_samples: 96.0, avg_ips: 33.32010 images/sec.
Type : metal_nut Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.10017, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11240 sec, avg_samples: 96.0, avg_ips: 854.09211 images/sec.
Type : metal_nut Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.05236, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05285 sec, avg_samples: 28.0, avg_ips: 529.76540 images/sec.
Type : metal_nut Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.07666, avg_reader_cost: 2.79702 sec, avg_batch_cost: 2.91011 sec, avg_samples: 96.0, avg_ips: 32.98839 images/sec.
Type : metal_nut Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.08271, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11229 sec, avg_samples: 96.0, avg_ips: 854.93718 images/sec.
Type : metal_nut Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.11380, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05198 sec, avg_samples: 28.0, avg_ips: 538.67347 images/sec.
Type : metal_nut Test [ Epoch 144/256 ] test_cost: 5.519033 sec max_auc: 0.92424 roc_auc : 0.908113.
Type : metal_nut Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.06001, avg_reader_cost: 2.72698 sec, avg_batch_cost: 2.84015 sec, avg_samples: 96.0, avg_ips: 33.80106 images/sec.
Type : metal_nut Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.07334, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11200 sec, avg_samples: 96.0, avg_ips: 857.15024 images/sec.
Type : metal_nut Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.05438, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05165 sec, avg_samples: 28.0, avg_ips: 542.06232 images/sec.
Type : metal_nut Train [ Epoch 146/256 iter 1 ] lr: 0.00129, loss: 0.06752, avg_reader_cost: 2.57728 sec, avg_batch_cost: 2.68898 sec, avg_samples: 96.0, avg_ips: 35.70123 images/sec.
Type : metal_nut Train [ Epoch 146/256 iter 2 ] lr: 0.00129, loss: 0.06180, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11174 sec, avg_samples: 96.0, avg_ips: 859.12909 images/sec.
Type : metal_nut Train [ Epoch 146/256 iter 3 ] lr: 0.00129, loss: 0.09266, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05245 sec, avg_samples: 28.0, avg_ips: 533.84235 images/sec.
Type : metal_nut Train [ Epoch 147/256 iter 1 ] lr: 0.00144, loss: 0.09900, avg_reader_cost: 2.69466 sec, avg_batch_cost: 2.82092 sec, avg_samples: 96.0, avg_ips: 34.03147 images/sec.
Type : metal_nut Train [ Epoch 147/256 iter 2 ] lr: 0.00144, loss: 0.03940, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11266 sec, avg_samples: 96.0, avg_ips: 852.11113 images/sec.
Type : metal_nut Train [ Epoch 147/256 iter 3 ] lr: 0.00144, loss: 0.08830, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05206 sec, avg_samples: 28.0, avg_ips: 537.84456 images/sec.
Type : metal_nut Train [ Epoch 148/256 iter 1 ] lr: 0.00160, loss: 0.10655, avg_reader_cost: 2.64853 sec, avg_batch_cost: 2.76012 sec, avg_samples: 96.0, avg_ips: 34.78110 images/sec.
Type : metal_nut Train [ Epoch 148/256 iter 2 ] lr: 0.00160, loss: 0.06678, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11328 sec, avg_samples: 96.0, avg_ips: 847.45184 images/sec.
Type : metal_nut Train [ Epoch 148/256 iter 3 ] lr: 0.00160, loss: 0.05875, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05187 sec, avg_samples: 28.0, avg_ips: 539.79754 images/sec.
Type : metal_nut Train [ Epoch 149/256 iter 1 ] lr: 0.00177, loss: 0.06653, avg_reader_cost: 2.75554 sec, avg_batch_cost: 2.87017 sec, avg_samples: 96.0, avg_ips: 33.44745 images/sec.
Type : metal_nut Train [ Epoch 149/256 iter 2 ] lr: 0.00177, loss: 0.07894, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11371 sec, avg_samples: 96.0, avg_ips: 844.28533 images/sec.
Type : metal_nut Train [ Epoch 149/256 iter 3 ] lr: 0.00177, loss: 0.05313, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06161 sec, avg_samples: 28.0, avg_ips: 454.48587 images/sec.
Type : metal_nut Train [ Epoch 150/256 iter 1 ] lr: 0.00195, loss: 0.07085, avg_reader_cost: 2.63462 sec, avg_batch_cost: 2.74918 sec, avg_samples: 96.0, avg_ips: 34.91945 images/sec.
Type : metal_nut Train [ Epoch 150/256 iter 2 ] lr: 0.00195, loss: 0.11290, avg_reader_cost: 0.06071 sec, avg_batch_cost: 0.17195 sec, avg_samples: 96.0, avg_ips: 558.31466 images/sec.
Type : metal_nut Train [ Epoch 150/256 iter 3 ] lr: 0.00195, loss: 0.04626, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06409 sec, avg_samples: 28.0, avg_ips: 436.87579 images/sec.
Type : metal_nut Train [ Epoch 151/256 iter 1 ] lr: 0.00213, loss: 0.09068, avg_reader_cost: 2.52955 sec, avg_batch_cost: 2.64374 sec, avg_samples: 96.0, avg_ips: 36.31215 images/sec.
Type : metal_nut Train [ Epoch 151/256 iter 2 ] lr: 0.00213, loss: 0.08168, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.12218 sec, avg_samples: 96.0, avg_ips: 785.71841 images/sec.
Type : metal_nut Train [ Epoch 151/256 iter 3 ] lr: 0.00213, loss: 0.01585, avg_reader_cost: 0.00064 sec, avg_batch_cost: 0.05539 sec, avg_samples: 28.0, avg_ips: 505.47486 images/sec.
Type : metal_nut Train [ Epoch 152/256 iter 1 ] lr: 0.00233, loss: 0.06765, avg_reader_cost: 2.74753 sec, avg_batch_cost: 2.86271 sec, avg_samples: 96.0, avg_ips: 33.53461 images/sec.
Type : metal_nut Train [ Epoch 152/256 iter 2 ] lr: 0.00233, loss: 0.07117, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11444 sec, avg_samples: 96.0, avg_ips: 838.88352 images/sec.
Type : metal_nut Train [ Epoch 152/256 iter 3 ] lr: 0.00233, loss: 0.01356, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05331 sec, avg_samples: 28.0, avg_ips: 525.25174 images/sec.
Type : metal_nut Test [ Epoch 152/256 ] test_cost: 6.646711 sec max_auc: 0.92424 roc_auc : 0.897849.
Type : metal_nut Train [ Epoch 153/256 iter 1 ] lr: 0.00253, loss: 0.11621, avg_reader_cost: 2.78168 sec, avg_batch_cost: 2.89679 sec, avg_samples: 96.0, avg_ips: 33.14009 images/sec.
Type : metal_nut Train [ Epoch 153/256 iter 2 ] lr: 0.00253, loss: 0.05539, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11145 sec, avg_samples: 96.0, avg_ips: 861.41000 images/sec.
Type : metal_nut Train [ Epoch 153/256 iter 3 ] lr: 0.00253, loss: 0.01367, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05208 sec, avg_samples: 28.0, avg_ips: 537.63281 images/sec.
Type : metal_nut Train [ Epoch 154/256 iter 1 ] lr: 0.00274, loss: 0.06178, avg_reader_cost: 2.48569 sec, avg_batch_cost: 2.60102 sec, avg_samples: 96.0, avg_ips: 36.90855 images/sec.
Type : metal_nut Train [ Epoch 154/256 iter 2 ] lr: 0.00274, loss: 0.05190, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11279 sec, avg_samples: 96.0, avg_ips: 851.12948 images/sec.
Type : metal_nut Train [ Epoch 154/256 iter 3 ] lr: 0.00274, loss: 0.08135, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05243 sec, avg_samples: 28.0, avg_ips: 534.03898 images/sec.
Type : metal_nut Train [ Epoch 155/256 iter 1 ] lr: 0.00295, loss: 0.04267, avg_reader_cost: 2.62846 sec, avg_batch_cost: 2.74091 sec, avg_samples: 96.0, avg_ips: 35.02491 images/sec.
Type : metal_nut Train [ Epoch 155/256 iter 2 ] lr: 0.00295, loss: 0.06893, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11108 sec, avg_samples: 96.0, avg_ips: 864.26478 images/sec.
Type : metal_nut Train [ Epoch 155/256 iter 3 ] lr: 0.00295, loss: 0.08003, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.05056 sec, avg_samples: 28.0, avg_ips: 553.79488 images/sec.
Type : metal_nut Train [ Epoch 156/256 iter 1 ] lr: 0.00317, loss: 0.08691, avg_reader_cost: 2.50417 sec, avg_batch_cost: 2.61584 sec, avg_samples: 96.0, avg_ips: 36.69952 images/sec.
Type : metal_nut Train [ Epoch 156/256 iter 2 ] lr: 0.00317, loss: 0.05219, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11109 sec, avg_samples: 96.0, avg_ips: 864.19244 images/sec.
Type : metal_nut Train [ Epoch 156/256 iter 3 ] lr: 0.00317, loss: 0.12727, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.05174 sec, avg_samples: 28.0, avg_ips: 541.20301 images/sec.
Type : metal_nut Train [ Epoch 157/256 iter 1 ] lr: 0.00340, loss: 0.12325, avg_reader_cost: 2.58390 sec, avg_batch_cost: 2.69628 sec, avg_samples: 96.0, avg_ips: 35.60465 images/sec.
Type : metal_nut Train [ Epoch 157/256 iter 2 ] lr: 0.00340, loss: 0.06489, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11310 sec, avg_samples: 96.0, avg_ips: 848.77735 images/sec.
Type : metal_nut Train [ Epoch 157/256 iter 3 ] lr: 0.00340, loss: 0.09197, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.05181 sec, avg_samples: 28.0, avg_ips: 540.45335 images/sec.
Type : metal_nut Train [ Epoch 158/256 iter 1 ] lr: 0.00364, loss: 0.03771, avg_reader_cost: 2.59219 sec, avg_batch_cost: 2.70424 sec, avg_samples: 96.0, avg_ips: 35.49982 images/sec.
Type : metal_nut Train [ Epoch 158/256 iter 2 ] lr: 0.00364, loss: 0.06952, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11283 sec, avg_samples: 96.0, avg_ips: 850.85969 images/sec.
Type : metal_nut Train [ Epoch 158/256 iter 3 ] lr: 0.00364, loss: 0.06658, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05224 sec, avg_samples: 28.0, avg_ips: 535.93991 images/sec.
Type : metal_nut Train [ Epoch 159/256 iter 1 ] lr: 0.00389, loss: 0.05126, avg_reader_cost: 2.53403 sec, avg_batch_cost: 2.64130 sec, avg_samples: 96.0, avg_ips: 36.34575 images/sec.
Type : metal_nut Train [ Epoch 159/256 iter 2 ] lr: 0.00389, loss: 0.07661, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10690 sec, avg_samples: 96.0, avg_ips: 898.02172 images/sec.
Type : metal_nut Train [ Epoch 159/256 iter 3 ] lr: 0.00389, loss: 0.12184, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04548 sec, avg_samples: 28.0, avg_ips: 615.68411 images/sec.
Type : metal_nut Train [ Epoch 160/256 iter 1 ] lr: 0.00414, loss: 0.06791, avg_reader_cost: 2.53772 sec, avg_batch_cost: 2.64369 sec, avg_samples: 96.0, avg_ips: 36.31295 images/sec.
Type : metal_nut Train [ Epoch 160/256 iter 2 ] lr: 0.00414, loss: 0.09063, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10453 sec, avg_samples: 96.0, avg_ips: 918.41883 images/sec.
Type : metal_nut Train [ Epoch 160/256 iter 3 ] lr: 0.00414, loss: 0.18180, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04745 sec, avg_samples: 28.0, avg_ips: 590.04362 images/sec.
Type : metal_nut Test [ Epoch 160/256 ] test_cost: 5.378672 sec max_auc: 0.92424 roc_auc : 0.887586.
Type : metal_nut Train [ Epoch 161/256 iter 1 ] lr: 0.00439, loss: 0.04796, avg_reader_cost: 2.50373 sec, avg_batch_cost: 2.61670 sec, avg_samples: 96.0, avg_ips: 36.68738 images/sec.
Type : metal_nut Train [ Epoch 161/256 iter 2 ] lr: 0.00439, loss: 0.07986, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11141 sec, avg_samples: 96.0, avg_ips: 861.67914 images/sec.
Type : metal_nut Train [ Epoch 161/256 iter 3 ] lr: 0.00439, loss: 0.03529, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05732 sec, avg_samples: 28.0, avg_ips: 488.47250 images/sec.
Type : metal_nut Train [ Epoch 162/256 iter 1 ] lr: 0.00466, loss: 0.04682, avg_reader_cost: 2.57911 sec, avg_batch_cost: 2.69206 sec, avg_samples: 96.0, avg_ips: 35.66048 images/sec.
Type : metal_nut Train [ Epoch 162/256 iter 2 ] lr: 0.00466, loss: 0.10268, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11217 sec, avg_samples: 96.0, avg_ips: 855.87852 images/sec.
Type : metal_nut Train [ Epoch 162/256 iter 3 ] lr: 0.00466, loss: 0.05529, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05173 sec, avg_samples: 28.0, avg_ips: 541.25539 images/sec.
Type : metal_nut Train [ Epoch 163/256 iter 1 ] lr: 0.00493, loss: 0.08556, avg_reader_cost: 2.56697 sec, avg_batch_cost: 2.67903 sec, avg_samples: 96.0, avg_ips: 35.83386 images/sec.
Type : metal_nut Train [ Epoch 163/256 iter 2 ] lr: 0.00493, loss: 0.08593, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11078 sec, avg_samples: 96.0, avg_ips: 866.61412 images/sec.
