
############################
training bottle
############################

Type : bottle Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34867, avg_reader_cost: 2.85896 sec, avg_batch_cost: 5.08064 sec, avg_samples: 96.0, avg_ips: 18.89526 images/sec.
Type : bottle Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.03862, avg_reader_cost: 1.98776 sec, avg_batch_cost: 2.09981 sec, avg_samples: 96.0, avg_ips: 45.71844 images/sec.
Type : bottle Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.10422, avg_reader_cost: 0.05474 sec, avg_batch_cost: 0.16484 sec, avg_samples: 96.0, avg_ips: 582.39561 images/sec.
Type : bottle Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.06931, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03969 sec, avg_samples: 17.0, avg_ips: 428.30899 images/sec.
Type : bottle Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.03611, avg_reader_cost: 2.40752 sec, avg_batch_cost: 2.51929 sec, avg_samples: 96.0, avg_ips: 38.10604 images/sec.
Type : bottle Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.05393, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11154 sec, avg_samples: 96.0, avg_ips: 860.66614 images/sec.
Type : bottle Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.05557, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04123 sec, avg_samples: 17.0, avg_ips: 412.31196 images/sec.
Type : bottle Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.03909, avg_reader_cost: 2.34557 sec, avg_batch_cost: 2.46389 sec, avg_samples: 96.0, avg_ips: 38.96271 images/sec.
Type : bottle Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.04387, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11236 sec, avg_samples: 96.0, avg_ips: 854.36032 images/sec.
Type : bottle Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.10055, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03974 sec, avg_samples: 17.0, avg_ips: 427.77965 images/sec.
Type : bottle Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.05225, avg_reader_cost: 2.36912 sec, avg_batch_cost: 2.48150 sec, avg_samples: 96.0, avg_ips: 38.68621 images/sec.
Type : bottle Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.05089, avg_reader_cost: 0.05000 sec, avg_batch_cost: 0.15965 sec, avg_samples: 96.0, avg_ips: 601.33301 images/sec.
Type : bottle Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.01018, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.03949 sec, avg_samples: 17.0, avg_ips: 430.54089 images/sec.
Type : bottle Test [ Epoch 128/256 ] test_cost: 4.989466 sec max_auc: 1.00000 roc_auc : 0.993651.
Type : bottle Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.07306, avg_reader_cost: 2.56077 sec, avg_batch_cost: 2.67368 sec, avg_samples: 96.0, avg_ips: 35.90554 images/sec.
Type : bottle Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.03318, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11344 sec, avg_samples: 96.0, avg_ips: 846.25140 images/sec.
Type : bottle Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.00995, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04086 sec, avg_samples: 17.0, avg_ips: 416.08459 images/sec.
Type : bottle Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.05806, avg_reader_cost: 2.49670 sec, avg_batch_cost: 2.60903 sec, avg_samples: 96.0, avg_ips: 36.79534 images/sec.
Type : bottle Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.04612, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11183 sec, avg_samples: 96.0, avg_ips: 858.44039 images/sec.
Type : bottle Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.02994, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03980 sec, avg_samples: 17.0, avg_ips: 427.11342 images/sec.
Type : bottle Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.04364, avg_reader_cost: 2.58916 sec, avg_batch_cost: 2.70138 sec, avg_samples: 96.0, avg_ips: 35.53739 images/sec.
Type : bottle Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.03652, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11134 sec, avg_samples: 96.0, avg_ips: 862.22346 images/sec.
Type : bottle Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.01115, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03945 sec, avg_samples: 17.0, avg_ips: 430.89734 images/sec.
Type : bottle Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.03753, avg_reader_cost: 2.38764 sec, avg_batch_cost: 2.50095 sec, avg_samples: 96.0, avg_ips: 38.38535 images/sec.
Type : bottle Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.02496, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11096 sec, avg_samples: 96.0, avg_ips: 865.16172 images/sec.
Type : bottle Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.06880, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03986 sec, avg_samples: 17.0, avg_ips: 426.53599 images/sec.
Type : bottle Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.04945, avg_reader_cost: 1.98912 sec, avg_batch_cost: 2.10170 sec, avg_samples: 96.0, avg_ips: 45.67734 images/sec.
Type : bottle Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.05752, avg_reader_cost: 0.04004 sec, avg_batch_cost: 0.15026 sec, avg_samples: 96.0, avg_ips: 638.89676 images/sec.
Type : bottle Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.00964, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03976 sec, avg_samples: 17.0, avg_ips: 427.54111 images/sec.
Type : bottle Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.03879, avg_reader_cost: 2.23910 sec, avg_batch_cost: 2.35089 sec, avg_samples: 96.0, avg_ips: 40.83559 images/sec.
Type : bottle Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.05417, avg_reader_cost: 0.04699 sec, avg_batch_cost: 0.15741 sec, avg_samples: 96.0, avg_ips: 609.85881 images/sec.
Type : bottle Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.07767, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03883 sec, avg_samples: 17.0, avg_ips: 437.81610 images/sec.
Type : bottle Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.04114, avg_reader_cost: 2.38900 sec, avg_batch_cost: 2.50147 sec, avg_samples: 96.0, avg_ips: 38.37742 images/sec.
Type : bottle Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.07561, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11153 sec, avg_samples: 96.0, avg_ips: 860.72869 images/sec.
Type : bottle Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.05935, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03967 sec, avg_samples: 17.0, avg_ips: 428.53809 images/sec.
Type : bottle Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.06570, avg_reader_cost: 2.32190 sec, avg_batch_cost: 2.43379 sec, avg_samples: 96.0, avg_ips: 39.44461 images/sec.
Type : bottle Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.05890, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11174 sec, avg_samples: 96.0, avg_ips: 859.12175 images/sec.
Type : bottle Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.07195, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04024 sec, avg_samples: 17.0, avg_ips: 422.49473 images/sec.
Type : bottle Test [ Epoch 136/256 ] test_cost: 4.866649 sec max_auc: 1.00000 roc_auc : 0.993651.
Type : bottle Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.02570, avg_reader_cost: 2.38369 sec, avg_batch_cost: 2.49014 sec, avg_samples: 96.0, avg_ips: 38.55210 images/sec.
Type : bottle Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.07988, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10603 sec, avg_samples: 96.0, avg_ips: 905.41238 images/sec.
Type : bottle Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.00928, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03307 sec, avg_samples: 17.0, avg_ips: 513.98561 images/sec.
Type : bottle Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.05339, avg_reader_cost: 2.40196 sec, avg_batch_cost: 2.51520 sec, avg_samples: 96.0, avg_ips: 38.16789 images/sec.
Type : bottle Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.06588, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10445 sec, avg_samples: 96.0, avg_ips: 919.12953 images/sec.
Type : bottle Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.01256, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03302 sec, avg_samples: 17.0, avg_ips: 514.87265 images/sec.
Type : bottle Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.03627, avg_reader_cost: 1.91558 sec, avg_batch_cost: 2.02187 sec, avg_samples: 96.0, avg_ips: 47.48090 images/sec.
Type : bottle Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.06063, avg_reader_cost: 0.04580 sec, avg_batch_cost: 0.15167 sec, avg_samples: 96.0, avg_ips: 632.94624 images/sec.
Type : bottle Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.07559, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03346 sec, avg_samples: 17.0, avg_ips: 507.99481 images/sec.
Type : bottle Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.09502, avg_reader_cost: 2.45732 sec, avg_batch_cost: 2.56711 sec, avg_samples: 96.0, avg_ips: 37.39608 images/sec.
Type : bottle Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.04908, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10450 sec, avg_samples: 96.0, avg_ips: 918.65351 images/sec.
Type : bottle Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.05436, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03592 sec, avg_samples: 17.0, avg_ips: 473.24065 images/sec.
Type : bottle Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.02135, avg_reader_cost: 1.99330 sec, avg_batch_cost: 2.10222 sec, avg_samples: 96.0, avg_ips: 45.66598 images/sec.
Type : bottle Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.04657, avg_reader_cost: 0.05982 sec, avg_batch_cost: 0.16387 sec, avg_samples: 96.0, avg_ips: 585.81966 images/sec.
Type : bottle Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.09156, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03300 sec, avg_samples: 17.0, avg_ips: 515.13303 images/sec.
Type : bottle Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.05711, avg_reader_cost: 2.33419 sec, avg_batch_cost: 2.44014 sec, avg_samples: 96.0, avg_ips: 39.34204 images/sec.
Type : bottle Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.02728, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.10671 sec, avg_samples: 96.0, avg_ips: 899.61680 images/sec.
Type : bottle Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.01023, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03320 sec, avg_samples: 17.0, avg_ips: 512.09561 images/sec.
Type : bottle Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.05430, avg_reader_cost: 2.45434 sec, avg_batch_cost: 2.56112 sec, avg_samples: 96.0, avg_ips: 37.48364 images/sec.
Type : bottle Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.02829, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10477 sec, avg_samples: 96.0, avg_ips: 916.29540 images/sec.
Type : bottle Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.05979, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03698 sec, avg_samples: 17.0, avg_ips: 459.69420 images/sec.
Type : bottle Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.05758, avg_reader_cost: 2.27909 sec, avg_batch_cost: 2.38476 sec, avg_samples: 96.0, avg_ips: 40.25567 images/sec.
Type : bottle Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.05075, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10403 sec, avg_samples: 96.0, avg_ips: 922.85397 images/sec.
Type : bottle Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.01044, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03362 sec, avg_samples: 17.0, avg_ips: 505.71057 images/sec.
Type : bottle Test [ Epoch 144/256 ] test_cost: 6.467982 sec max_auc: 1.00000 roc_auc : 0.996032.
Type : bottle Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.03641, avg_reader_cost: 2.36700 sec, avg_batch_cost: 2.47971 sec, avg_samples: 96.0, avg_ips: 38.71425 images/sec.
Type : bottle Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.04535, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11242 sec, avg_samples: 96.0, avg_ips: 853.93996 images/sec.
Type : bottle Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.12979, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04174 sec, avg_samples: 17.0, avg_ips: 407.31633 images/sec.
Type : bottle Train [ Epoch 146/256 iter 1 ] lr: 0.00129, loss: 0.03563, avg_reader_cost: 2.37675 sec, avg_batch_cost: 2.49027 sec, avg_samples: 96.0, avg_ips: 38.55008 images/sec.
Type : bottle Train [ Epoch 146/256 iter 2 ] lr: 0.00129, loss: 0.06427, avg_reader_cost: 0.05371 sec, avg_batch_cost: 0.16469 sec, avg_samples: 96.0, avg_ips: 582.90485 images/sec.
Type : bottle Train [ Epoch 146/256 iter 3 ] lr: 0.00129, loss: 0.01373, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04078 sec, avg_samples: 17.0, avg_ips: 416.87520 images/sec.
Type : bottle Train [ Epoch 147/256 iter 1 ] lr: 0.00144, loss: 0.01470, avg_reader_cost: 2.50468 sec, avg_batch_cost: 2.61819 sec, avg_samples: 96.0, avg_ips: 36.66653 images/sec.
Type : bottle Train [ Epoch 147/256 iter 2 ] lr: 0.00144, loss: 0.04312, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11235 sec, avg_samples: 96.0, avg_ips: 854.46729 images/sec.
Type : bottle Train [ Epoch 147/256 iter 3 ] lr: 0.00144, loss: 0.01790, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04184 sec, avg_samples: 17.0, avg_ips: 406.26502 images/sec.
Type : bottle Train [ Epoch 148/256 iter 1 ] lr: 0.00160, loss: 0.06357, avg_reader_cost: 2.64981 sec, avg_batch_cost: 2.76277 sec, avg_samples: 96.0, avg_ips: 34.74774 images/sec.
Type : bottle Train [ Epoch 148/256 iter 2 ] lr: 0.00160, loss: 0.07271, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11229 sec, avg_samples: 96.0, avg_ips: 854.95352 images/sec.
Type : bottle Train [ Epoch 148/256 iter 3 ] lr: 0.00160, loss: 0.03974, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04310 sec, avg_samples: 17.0, avg_ips: 394.42829 images/sec.
Type : bottle Train [ Epoch 149/256 iter 1 ] lr: 0.00177, loss: 0.11122, avg_reader_cost: 2.68127 sec, avg_batch_cost: 2.79454 sec, avg_samples: 96.0, avg_ips: 34.35272 images/sec.
Type : bottle Train [ Epoch 149/256 iter 2 ] lr: 0.00177, loss: 0.07044, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11559 sec, avg_samples: 96.0, avg_ips: 830.51242 images/sec.
Type : bottle Train [ Epoch 149/256 iter 3 ] lr: 0.00177, loss: 0.14048, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04008 sec, avg_samples: 17.0, avg_ips: 424.16609 images/sec.
Type : bottle Train [ Epoch 150/256 iter 1 ] lr: 0.00195, loss: 0.03083, avg_reader_cost: 2.53996 sec, avg_batch_cost: 2.65381 sec, avg_samples: 96.0, avg_ips: 36.17434 images/sec.
Type : bottle Train [ Epoch 150/256 iter 2 ] lr: 0.00195, loss: 0.08016, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11214 sec, avg_samples: 96.0, avg_ips: 856.07140 images/sec.
Type : bottle Train [ Epoch 150/256 iter 3 ] lr: 0.00195, loss: 0.01442, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04074 sec, avg_samples: 17.0, avg_ips: 417.23379 images/sec.
Type : bottle Train [ Epoch 151/256 iter 1 ] lr: 0.00213, loss: 0.03636, avg_reader_cost: 2.53541 sec, avg_batch_cost: 2.64809 sec, avg_samples: 96.0, avg_ips: 36.25260 images/sec.
Type : bottle Train [ Epoch 151/256 iter 2 ] lr: 0.00213, loss: 0.03542, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11036 sec, avg_samples: 96.0, avg_ips: 869.85669 images/sec.
Type : bottle Train [ Epoch 151/256 iter 3 ] lr: 0.00213, loss: 0.09922, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04258 sec, avg_samples: 17.0, avg_ips: 399.25845 images/sec.
Type : bottle Train [ Epoch 152/256 iter 1 ] lr: 0.00233, loss: 0.05275, avg_reader_cost: 2.22008 sec, avg_batch_cost: 2.33223 sec, avg_samples: 96.0, avg_ips: 41.16230 images/sec.
Type : bottle Train [ Epoch 152/256 iter 2 ] lr: 0.00233, loss: 0.03743, avg_reader_cost: 0.04052 sec, avg_batch_cost: 0.15060 sec, avg_samples: 96.0, avg_ips: 637.45543 images/sec.
Type : bottle Train [ Epoch 152/256 iter 3 ] lr: 0.00233, loss: 0.03994, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04011 sec, avg_samples: 17.0, avg_ips: 423.82824 images/sec.
Type : bottle Test [ Epoch 152/256 ] test_cost: 4.889987 sec max_auc: 1.00000 roc_auc : 0.996032.
Type : bottle Train [ Epoch 153/256 iter 1 ] lr: 0.00253, loss: 0.04747, avg_reader_cost: 2.58233 sec, avg_batch_cost: 2.69405 sec, avg_samples: 96.0, avg_ips: 35.63408 images/sec.
Type : bottle Train [ Epoch 153/256 iter 2 ] lr: 0.00253, loss: 0.05804, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11153 sec, avg_samples: 96.0, avg_ips: 860.73973 images/sec.
Type : bottle Train [ Epoch 153/256 iter 3 ] lr: 0.00253, loss: 0.14270, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03945 sec, avg_samples: 17.0, avg_ips: 430.95203 images/sec.
Type : bottle Train [ Epoch 154/256 iter 1 ] lr: 0.00274, loss: 0.04606, avg_reader_cost: 2.42361 sec, avg_batch_cost: 2.53582 sec, avg_samples: 96.0, avg_ips: 37.85764 images/sec.
Type : bottle Train [ Epoch 154/256 iter 2 ] lr: 0.00274, loss: 0.05295, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11473 sec, avg_samples: 96.0, avg_ips: 836.72888 images/sec.
Type : bottle Train [ Epoch 154/256 iter 3 ] lr: 0.00274, loss: 0.00795, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03957 sec, avg_samples: 17.0, avg_ips: 429.65363 images/sec.
Type : bottle Train [ Epoch 155/256 iter 1 ] lr: 0.00295, loss: 0.05464, avg_reader_cost: 2.25913 sec, avg_batch_cost: 2.37188 sec, avg_samples: 96.0, avg_ips: 40.47417 images/sec.
Type : bottle Train [ Epoch 155/256 iter 2 ] lr: 0.00295, loss: 0.07660, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11078 sec, avg_samples: 96.0, avg_ips: 866.57495 images/sec.
Type : bottle Train [ Epoch 155/256 iter 3 ] lr: 0.00295, loss: 0.01087, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03928 sec, avg_samples: 17.0, avg_ips: 432.79091 images/sec.
Type : bottle Train [ Epoch 156/256 iter 1 ] lr: 0.00317, loss: 0.02471, avg_reader_cost: 2.62050 sec, avg_batch_cost: 2.73225 sec, avg_samples: 96.0, avg_ips: 35.13584 images/sec.
Type : bottle Train [ Epoch 156/256 iter 2 ] lr: 0.00317, loss: 0.01759, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11172 sec, avg_samples: 96.0, avg_ips: 859.28309 images/sec.
Type : bottle Train [ Epoch 156/256 iter 3 ] lr: 0.00317, loss: 0.08413, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04905 sec, avg_samples: 17.0, avg_ips: 346.60299 images/sec.
Type : bottle Train [ Epoch 157/256 iter 1 ] lr: 0.00340, loss: 0.05668, avg_reader_cost: 2.70675 sec, avg_batch_cost: 2.81975 sec, avg_samples: 96.0, avg_ips: 34.04561 images/sec.
Type : bottle Train [ Epoch 157/256 iter 2 ] lr: 0.00340, loss: 0.03385, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11287 sec, avg_samples: 96.0, avg_ips: 850.52360 images/sec.
Type : bottle Train [ Epoch 157/256 iter 3 ] lr: 0.00340, loss: 0.00885, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04288 sec, avg_samples: 17.0, avg_ips: 396.42823 images/sec.
Type : bottle Train [ Epoch 158/256 iter 1 ] lr: 0.00364, loss: 0.04510, avg_reader_cost: 2.44588 sec, avg_batch_cost: 2.55884 sec, avg_samples: 96.0, avg_ips: 37.51695 images/sec.
Type : bottle Train [ Epoch 158/256 iter 2 ] lr: 0.00364, loss: 0.05020, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11147 sec, avg_samples: 96.0, avg_ips: 861.23681 images/sec.
Type : bottle Train [ Epoch 158/256 iter 3 ] lr: 0.00364, loss: 0.01133, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03957 sec, avg_samples: 17.0, avg_ips: 429.63292 images/sec.
Type : bottle Train [ Epoch 159/256 iter 1 ] lr: 0.00389, loss: 0.02286, avg_reader_cost: 2.41305 sec, avg_batch_cost: 2.52669 sec, avg_samples: 96.0, avg_ips: 37.99437 images/sec.
Type : bottle Train [ Epoch 159/256 iter 2 ] lr: 0.00389, loss: 0.03776, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11087 sec, avg_samples: 96.0, avg_ips: 865.85752 images/sec.
Type : bottle Train [ Epoch 159/256 iter 3 ] lr: 0.00389, loss: 0.00786, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04048 sec, avg_samples: 17.0, avg_ips: 419.94174 images/sec.
Type : bottle Train [ Epoch 160/256 iter 1 ] lr: 0.00414, loss: 0.02487, avg_reader_cost: 2.16091 sec, avg_batch_cost: 2.28869 sec, avg_samples: 96.0, avg_ips: 41.94544 images/sec.
Type : bottle Train [ Epoch 160/256 iter 2 ] lr: 0.00414, loss: 0.05280, avg_reader_cost: 0.04107 sec, avg_batch_cost: 0.14540 sec, avg_samples: 96.0, avg_ips: 660.23222 images/sec.
Type : bottle Train [ Epoch 160/256 iter 3 ] lr: 0.00414, loss: 0.00725, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03432 sec, avg_samples: 17.0, avg_ips: 495.36385 images/sec.
Type : bottle Test [ Epoch 160/256 ] test_cost: 4.817592 sec max_auc: 1.00000 roc_auc : 0.996032.
Type : bottle Train [ Epoch 161/256 iter 1 ] lr: 0.00439, loss: 0.04789, avg_reader_cost: 2.65875 sec, avg_batch_cost: 2.77187 sec, avg_samples: 96.0, avg_ips: 34.63370 images/sec.
Type : bottle Train [ Epoch 161/256 iter 2 ] lr: 0.00439, loss: 0.07563, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11394 sec, avg_samples: 96.0, avg_ips: 842.55576 images/sec.
Type : bottle Train [ Epoch 161/256 iter 3 ] lr: 0.00439, loss: 0.00953, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04125 sec, avg_samples: 17.0, avg_ips: 412.09273 images/sec.
Type : bottle Train [ Epoch 162/256 iter 1 ] lr: 0.00466, loss: 0.04063, avg_reader_cost: 2.43049 sec, avg_batch_cost: 2.54377 sec, avg_samples: 96.0, avg_ips: 37.73931 images/sec.
Type : bottle Train [ Epoch 162/256 iter 2 ] lr: 0.00466, loss: 0.08713, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11296 sec, avg_samples: 96.0, avg_ips: 849.87375 images/sec.
Type : bottle Train [ Epoch 162/256 iter 3 ] lr: 0.00466, loss: 0.08810, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03990 sec, avg_samples: 17.0, avg_ips: 426.10267 images/sec.
Type : bottle Train [ Epoch 163/256 iter 1 ] lr: 0.00493, loss: 0.02345, avg_reader_cost: 2.31722 sec, avg_batch_cost: 2.42948 sec, avg_samples: 96.0, avg_ips: 39.51467 images/sec.
Type : bottle Train [ Epoch 163/256 iter 2 ] lr: 0.00493, loss: 0.05272, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11245 sec, avg_samples: 96.0, avg_ips: 853.67744 images/sec.
Type : bottle Train [ Epoch 163/256 iter 3 ] lr: 0.00493, loss: 0.04080, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03957 sec, avg_samples: 17.0, avg_ips: 429.57339 images/sec.
Type : bottle Train [ Epoch 164/256 iter 1 ] lr: 0.00520, loss: 0.02397, avg_reader_cost: 2.26380 sec, avg_batch_cost: 2.37589 sec, avg_samples: 96.0, avg_ips: 40.40584 images/sec.
Type : bottle Train [ Epoch 164/256 iter 2 ] lr: 0.00520, loss: 0.11587, avg_reader_cost: 0.04567 sec, avg_batch_cost: 0.15656 sec, avg_samples: 96.0, avg_ips: 613.19580 images/sec.
Type : bottle Train [ Epoch 164/256 iter 3 ] lr: 0.00520, loss: 0.00815, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03929 sec, avg_samples: 17.0, avg_ips: 432.64648 images/sec.
Type : bottle Train [ Epoch 165/256 iter 1 ] lr: 0.00548, loss: 0.06800, avg_reader_cost: 2.54551 sec, avg_batch_cost: 2.65819 sec, avg_samples: 96.0, avg_ips: 36.11478 images/sec.
Type : bottle Train [ Epoch 165/256 iter 2 ] lr: 0.00548, loss: 0.01566, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11175 sec, avg_samples: 96.0, avg_ips: 859.07043 images/sec.
Type : bottle Train [ Epoch 165/256 iter 3 ] lr: 0.00548, loss: 0.05316, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03925 sec, avg_samples: 17.0, avg_ips: 433.12479 images/sec.
Type : bottle Train [ Epoch 166/256 iter 1 ] lr: 0.00577, loss: 0.01552, avg_reader_cost: 2.36197 sec, avg_batch_cost: 2.47443 sec, avg_samples: 96.0, avg_ips: 38.79675 images/sec.
